Name,Address,City,Zip,Date,Score,Type,Lat,Lng,kind,external_i,name_1,slug,set,metadata,resource_u
El Monte,4134 PECK RD,EL MONTE,91732,06/11/2013,92,Restaurant,34.0794254,-118.019847,L.A. County Neighborhood (V6),el-monte,,el-monte-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""El Monte"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/el-monte-la-county-neighborhood-v6/
Toluca Lake,4770 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602,06/11/2013,95,Restaurant,34.1570557,-118.3697851,L.A. County Neighborhood (V6),toluca-lake,,toluca-lake-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Toluca Lake"", ""region"": ""san-fernando-valley"",",/1.0/boundary/toluca-lake-la-county-neighborhood-v6/
Temple City,9568 LAS TUNAS DR,TEMPLE CITY,91780,06/11/2013,90,Restaurant,34.106336,-118.061332,L.A. County Neighborhood (V6),temple-city,,temple-city-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Temple City"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/temple-city-la-county-neighborhood-v6/
Burbank,302 N SAN FERNANDO BLVD,BURBANK,91502,06/11/2013,90,Restaurant,34.1825346,-118.3107935,L.A. County Neighborhood (V6),burbank,,burbank-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Burbank"", ""region"": ""san-fernando-valley"", ""county"": ""los",/1.0/boundary/burbank-la-county-neighborhood-v6/
Arcadia,301 E HUNTINGTON DR,ARCADIA,91006,06/11/2013,99,Restaurant,34.1404483,-118.0230159,L.A. County Neighborhood (V6),arcadia,,arcadia-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Arcadia"", ""region"": ""san-gabriel-valley"", ""county"": ""los-",/1.0/boundary/arcadia-la-county-neighborhood-v6/
Universal City,1000 UNIVERSAL STUDIOS BLVD M-4,UNIVERSAL CITY,91608,06/11/2013,97,Restaurant,34.1358958,-118.3512632,L.A. County Neighborhood (V6),universal-city,,universal-city-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Universal City"", ""region"": ""san-fernando-valley"", ""county",/1.0/boundary/universal-city-la-county-neighborhood-v6/
El Monte,9231 WHITMORE ST,EL MONTE,91731,06/11/2013,94,Restaurant,34.065927,-118.066335,L.A. County Neighborhood (V6),el-monte,,el-monte-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""El Monte"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/el-monte-la-county-neighborhood-v6/
Glendale,101 N BRAND BLVD,GLENDALE,91203,06/11/2013,91,Restaurant,34.1469639,-118.255454,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Baldwin Park,13547 E FRANCISQUITO AVE,BALDWIN PARK,91706,06/11/2013,92,Restaurant,34.0719143,-117.9782837,L.A. County Neighborhood (V6),baldwin-park,,baldwin-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Baldwin Park"", ""region"": ""san-gabriel-valley"", ""county"":",/1.0/boundary/baldwin-park-la-county-neighborhood-v6/
South El Monte,9523 E GARVEY AVE,SOUTH EL MONTE,91733,06/11/2013,93,Restaurant,34.0630837,-118.0621191,L.A. County Neighborhood (V6),south-el-monte,,south-el-monte-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""South El Monte"", ""region"": ""san-gabriel-valley"", ""county""",/1.0/boundary/south-el-monte-la-county-neighborhood-v6/
South Pasadena,1013 FAIR OAKS AVE,SOUTH PASADENA,91030,06/11/2013,96,Restaurant,34.114204,-118.150781,L.A. County Neighborhood (V6),south-pasadena,,south-pasadena-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""South Pasadena"", ""region"": ""san-gabriel-valley"", ""county""",/1.0/boundary/south-pasadena-la-county-neighborhood-v6/
North Hollywood,5636 VINELAND AVE,NORTH HOLLYWOOD,91601,06/11/2013,99,Restaurant,34.1732595,-118.3700327,L.A. County Neighborhood (V6),north-hollywood,,north-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""North Hollywood"", ""region"": ""san-fernando-vall",/1.0/boundary/north-hollywood-la-county-neighborhood-v6/
La Canada Flintridge,1929 W VERDUGO BLVD D,LA CANADA FLINTRIDGE,91011,06/11/2013,99,Restaurant,34.2049825,-118.2199271,L.A. County Neighborhood (V6),la-canada-flintridge,,la-canada-flintridge-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""La Canada Flintridge"", ""region"": ""verdugos"", ""county"": ""l",/1.0/boundary/la-canada-flintridge-la-county-neighborhood-v6/
Griffith Park,4700 WESTERN HERITAGE WAY,LOS ANGELES,90027,06/11/2013,90,Restaurant,34.1457487,-118.282787,L.A. County Neighborhood (V6),griffith-park,,griffith-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Griffith Park"", ""region"": ""central-la"", ""count",/1.0/boundary/griffith-park-la-county-neighborhood-v6/
La Canada Flintridge,711 FOOTHILL BLVD A,LA CANADA FLINTRIDGE,91011,06/11/2013,99,Restaurant,34.2024188,-118.1941682,L.A. County Neighborhood (V6),la-canada-flintridge,,la-canada-flintridge-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""La Canada Flintridge"", ""region"": ""verdugos"", ""county"": ""l",/1.0/boundary/la-canada-flintridge-la-county-neighborhood-v6/
Glendale,2200 FERN LN,GLENDALE,91208,06/11/2013,95,Restaurant,34.1854365,-118.2181943,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
San Gabriel,833 E VALLEY BLVD,SAN GABRIEL,91776,06/11/2013,94,Restaurant,34.0802448,-118.089167,L.A. County Neighborhood (V6),san-gabriel,,san-gabriel-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""San Gabriel"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/san-gabriel-la-county-neighborhood-v6/
Arcadia,1220 S GOLDEN WEST AVE # G,ARCADIA,91007,06/11/2013,92,Restaurant,34.1249617,-118.0592448,L.A. County Neighborhood (V6),arcadia,,arcadia-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Arcadia"", ""region"": ""san-gabriel-valley"", ""county"": ""los-",/1.0/boundary/arcadia-la-county-neighborhood-v6/
Glendale,6524 SAN FERNANDO RD,GLENDALE,91201,06/11/2013,90,Restaurant,34.1680477,-118.2911096,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
North Hollywood,6104 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606,06/11/2013,97,Restaurant,34.1814413,-118.3846131,L.A. County Neighborhood (V6),north-hollywood,,north-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""North Hollywood"", ""region"": ""san-fernando-vall",/1.0/boundary/north-hollywood-la-county-neighborhood-v6/
South Pasadena,456 FAIR OAKS AVE,SOUTH PASADENA,91030,06/11/2013,95,Restaurant,34.1198909,-118.1500077,L.A. County Neighborhood (V6),south-pasadena,,south-pasadena-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""South Pasadena"", ""region"": ""san-gabriel-valley"", ""county""",/1.0/boundary/south-pasadena-la-county-neighborhood-v6/
Studio City,11706 MOORPARK ST,STUDIO CITY,91604,06/11/2013,94,Restaurant,34.1502,-118.3881173,L.A. County Neighborhood (V6),studio-city,,studio-city-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Studio City"", ""region"": ""san-fernando-valley"",",/1.0/boundary/studio-city-la-county-neighborhood-v6/
Rosemead,"9000 GARVEY AVE C &D;",ROSEMEAD,91770,06/11/2013,98,Restaurant,34.0627295,-118.0731728,L.A. County Neighborhood (V6),rosemead,,rosemead-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rosemead"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/rosemead-la-county-neighborhood-v6/
North Hollywood,4605 LANKERSHIM BLVD #205,NORTH HOLLYWOOD,91602,06/11/2013,93,Restaurant,34.153809,-118.368522,L.A. County Neighborhood (V6),north-hollywood,,north-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""North Hollywood"", ""region"": ""san-fernando-vall",/1.0/boundary/north-hollywood-la-county-neighborhood-v6/
La Canada Flintridge,711 FOOTHILL BLVD # B,LA CANADA FLINTRIDGE,91011,06/11/2013,99,Restaurant,34.2024188,-118.1941682,L.A. County Neighborhood (V6),la-canada-flintridge,,la-canada-flintridge-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""La Canada Flintridge"", ""region"": ""verdugos"", ""county"": ""l",/1.0/boundary/la-canada-flintridge-la-county-neighborhood-v6/
Rosemead,9510 E VALLEY BLVD,ROSEMEAD,91770,06/11/2013,87,Restaurant,34.0808134,-118.0732689,L.A. County Neighborhood (V6),rosemead,,rosemead-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rosemead"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/rosemead-la-county-neighborhood-v6/
Glendale,3517 FOOTHILL BLVD,GLENDALE,91214,06/11/2013,91,Restaurant,34.234345,-118.255733,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Rosemead,8749 E VALLEY BLVD,ROSEMEAD,91770,06/11/2013,90,Restaurant,34.0806414,-118.079108,L.A. County Neighborhood (V6),rosemead,,rosemead-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rosemead"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/rosemead-la-county-neighborhood-v6/
North Hollywood,6052 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606,06/11/2013,93,Restaurant,34.1808016,-118.3842297,L.A. County Neighborhood (V6),north-hollywood,,north-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""North Hollywood"", ""region"": ""san-fernando-vall",/1.0/boundary/north-hollywood-la-county-neighborhood-v6/
Griffith Park,3900 CRYSTAL SPRINGS DR,LOS ANGELES,90027,06/11/2013,90,Restaurant,34.1255019,-118.2743783,L.A. County Neighborhood (V6),griffith-park,,griffith-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Griffith Park"", ""region"": ""central-la"", ""count",/1.0/boundary/griffith-park-la-county-neighborhood-v6/
Arcadia,80 W LIVE OAK AVE,ARCADIA,91006,06/11/2013,96,Restaurant,34.1077199,-118.0275781,L.A. County Neighborhood (V6),arcadia,,arcadia-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Arcadia"", ""region"": ""san-gabriel-valley"", ""county"": ""los-",/1.0/boundary/arcadia-la-county-neighborhood-v6/
San Gabriel,225 W VALLEY BLVD,SAN GABRIEL,91776,06/11/2013,90,Restaurant,34.080579,-118.102134,L.A. County Neighborhood (V6),san-gabriel,,san-gabriel-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""San Gabriel"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/san-gabriel-la-county-neighborhood-v6/
Toluca Lake,4724 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602,06/11/2013,92,Restaurant,34.1563052,-118.3692107,L.A. County Neighborhood (V6),toluca-lake,,toluca-lake-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Toluca Lake"", ""region"": ""san-fernando-valley"",",/1.0/boundary/toluca-lake-la-county-neighborhood-v6/
Glendale,6604 SAN FERNANDO RD,GLENDALE,91201,06/11/2013,96,Restaurant,34.1690492,-118.2923089,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Glendale,107 E BROADWAY,GLENDALE,91205,06/11/2013,96,Restaurant,34.1466044,-118.2540171,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Arcadia,500 W HUNTINGTON DR,MONROVIA,91016,06/11/2013,90,Restaurant,34.1313566,-118.0497738,L.A. County Neighborhood (V6),arcadia,,arcadia-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Arcadia"", ""region"": ""san-gabriel-valley"", ""county"": ""los-",/1.0/boundary/arcadia-la-county-neighborhood-v6/
Glendale,6430 SAN FERNANDO RD,GLENDALE,91201,06/11/2013,90,Restaurant,34.1671029,-118.2891203,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Sun Valley,8025 VINELAND AVE,SUN VALLEY,91352,06/11/2013,97,Restaurant,34.2163659,-118.3711662,L.A. County Neighborhood (V6),sun-valley,,sun-valley-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sun Valley"", ""region"": ""san-fernando-valley"",",/1.0/boundary/sun-valley-la-county-neighborhood-v6/
Temple City,9965 LOWER AZUSA RD,TEMPLE CITY,91780,06/11/2013,94,Restaurant,34.091019,-118.049293,L.A. County Neighborhood (V6),temple-city,,temple-city-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Temple City"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/temple-city-la-county-neighborhood-v6/
Glendale,2332 HONOLULU AVE,MONTROSE,91020,06/11/2013,99,Restaurant,34.2056228,-118.2294522,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Burbank,124 E MAGNOLIA BLVD,BURBANK,91502,06/11/2013,99,Restaurant,34.1822388,-118.3123855,L.A. County Neighborhood (V6),burbank,,burbank-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Burbank"", ""region"": ""san-fernando-valley"", ""county"": ""los",/1.0/boundary/burbank-la-county-neighborhood-v6/
El Monte,3534 PECK RD,EL MONTE,91731,06/11/2013,94,Restaurant,34.070623,-118.020231,L.A. County Neighborhood (V6),el-monte,,el-monte-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""El Monte"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/el-monte-la-county-neighborhood-v6/
Arcadia,1220 S BALDWIN AVE,ARCADIA,91007,06/11/2013,90,Restaurant,34.1255208,-118.0546641,L.A. County Neighborhood (V6),arcadia,,arcadia-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Arcadia"", ""region"": ""san-gabriel-valley"", ""county"": ""los-",/1.0/boundary/arcadia-la-county-neighborhood-v6/
South Pasadena,912 FAIR OAKS AVE,SOUTH PASADENA,91030,06/11/2013,95,Restaurant,34.1157304,-118.1503176,L.A. County Neighborhood (V6),south-pasadena,,south-pasadena-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""South Pasadena"", ""region"": ""san-gabriel-valley"", ""county""",/1.0/boundary/south-pasadena-la-county-neighborhood-v6/
San Gabriel,1558 S NEW AVE,SAN GABRIEL,91776,06/11/2013,84,Restaurant,34.0799702,-118.1081247,L.A. County Neighborhood (V6),san-gabriel,,san-gabriel-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""San Gabriel"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/san-gabriel-la-county-neighborhood-v6/
San Gabriel,921 S GLADYS AVE,SAN GABRIEL,91776,06/11/2013,90,Restaurant,34.0909152,-118.0896152,L.A. County Neighborhood (V6),san-gabriel,,san-gabriel-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""San Gabriel"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/san-gabriel-la-county-neighborhood-v6/
Studio City,4397 TUJUNGA AVE,STUDIO CITY,91604,06/11/2013,90,Restaurant,34.1501561,-118.3793075,L.A. County Neighborhood (V6),studio-city,,studio-city-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Studio City"", ""region"": ""san-fernando-valley"",",/1.0/boundary/studio-city-la-county-neighborhood-v6/
Sun Valley,8022 VINELAND AVE,SUN VALLEY,91352,06/11/2013,99,Restaurant,34.216298,-118.369954,L.A. County Neighborhood (V6),sun-valley,,sun-valley-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sun Valley"", ""region"": ""san-fernando-valley"",",/1.0/boundary/sun-valley-la-county-neighborhood-v6/
Canoga Park,21208 SHERMAN WY,CANOGA PARK,91303,06/11/2013,92,Restaurant,34.2005989,-118.594866,L.A. County Neighborhood (V6),canoga-park,,canoga-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Canoga Park"", ""region"": ""san-fernando-valley"",",/1.0/boundary/canoga-park-la-county-neighborhood-v6/
Woodland Hills,23130 VENTURA BLVD,WOODLAND HILLS,91364,06/11/2013,94,Restaurant,34.163081,-118.629205,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Woodland Hills,22721 VENTURA BLVD,WOODLAND HILLS,91364,06/11/2013,91,Restaurant,34.1668462,-118.6214572,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Tarzana,18525 BURBANK BLVD,TARZANA,91356,06/11/2013,98,Restaurant,34.172686,-118.53682,L.A. County Neighborhood (V6),tarzana,,tarzana-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Tarzana"", ""region"": ""san-fernando-valley"", ""co",/1.0/boundary/tarzana-la-county-neighborhood-v6/
Woodland Hills,23011 VENTURA BLVD,WOODLAND HILLS,91364,06/11/2013,93,Restaurant,34.1648214,-118.6272758,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Rancho Park,10850 W PICO BLVD #520,LOS ANGELES,90064,06/11/2013,94,Restaurant,34.0396631,-118.4289725,L.A. County Neighborhood (V6),rancho-park,,rancho-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Rancho Park"", ""region"": ""westside"", ""county"":",/1.0/boundary/rancho-park-la-county-neighborhood-v6/
Mar Vista,11279 VENICE BLVD,LOS ANGELES,90066,06/11/2013,90,Restaurant,34.011992,-118.4196117,L.A. County Neighborhood (V6),mar-vista,,mar-vista-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Mar Vista"", ""region"": ""westside"", ""county"": ""l",/1.0/boundary/mar-vista-la-county-neighborhood-v6/
Sawtelle,2101 SAWTELLE BLVD,LOS ANGELES,90025,06/11/2013,95,Restaurant,34.039025,-118.442406,L.A. County Neighborhood (V6),sawtelle,,sawtelle-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sawtelle"", ""region"": ""westside"", ""county"": ""lo",/1.0/boundary/sawtelle-la-county-neighborhood-v6/
Sawtelle,11301 W OLYMPIC BLVD 203,LOS ANGELES,90064,06/11/2013,94,Restaurant,34.0380128,-118.4418103,L.A. County Neighborhood (V6),sawtelle,,sawtelle-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sawtelle"", ""region"": ""westside"", ""county"": ""lo",/1.0/boundary/sawtelle-la-county-neighborhood-v6/
Woodland Hills,22984 VENTURA BLVD,WOODLAND HILLS,91364,06/11/2013,94,Restaurant,34.1649204,-118.6267449,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Westchester,8351 LINCOLN BLVD,LOS ANGELES,90045,06/11/2013,94,Restaurant,33.9613397,-118.4209206,L.A. County Neighborhood (V6),westchester,,westchester-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Westchester"", ""region"": ""south-bay"", ""county"":",/1.0/boundary/westchester-la-county-neighborhood-v6/
Del Rey,13455 MAXELLA AVE #150,MARINA DEL REY,90292,06/11/2013,90,Restaurant,33.9864365,-118.4427714,L.A. County Neighborhood (V6),del-rey,,del-rey-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Del Rey"", ""region"": ""westside"", ""county"": ""los",/1.0/boundary/del-rey-la-county-neighborhood-v6/
Santa Monica,2204 LINCOLN BLVD,SANTA MONICA,90405,06/11/2013,93,Restaurant,34.0100773,-118.480621,L.A. County Neighborhood (V6),santa-monica,,santa-monica-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Santa Monica"", ""region"": ""westside"", ""county"": ""los-angel",/1.0/boundary/santa-monica-la-county-neighborhood-v6/
Santa Monica,1811 PICO BLVD,SANTA MONICA,90405,06/11/2013,94,Restaurant,34.0187471,-118.4714028,L.A. County Neighborhood (V6),santa-monica,,santa-monica-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Santa Monica"", ""region"": ""westside"", ""county"": ""los-angel",/1.0/boundary/santa-monica-la-county-neighborhood-v6/
Woodland Hills,22994 VENTURA BLVD,WOODLAND HILLS,91364,06/11/2013,92,Restaurant,34.1648986,-118.6268149,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Venice,7 WASHINGTON BLVD,VENICE,90291,06/11/2013,90,Restaurant,33.9792401,-118.4667255,L.A. County Neighborhood (V6),venice,,venice-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Venice"", ""region"": ""westside"", ""county"": ""los-",/1.0/boundary/venice-la-county-neighborhood-v6/
Chatsworth,9835 MASON AVE,CHATSWORTH,91311,06/11/2013,92,Restaurant,34.2493754,-118.5805388,L.A. County Neighborhood (V6),chatsworth,,chatsworth-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Chatsworth"", ""region"": ""san-fernando-valley"",",/1.0/boundary/chatsworth-la-county-neighborhood-v6/
Venice,20 WASHINGTON BLVD,MARINA DEL REY,90292,06/11/2013,90,Restaurant,33.9791912,-118.466056,L.A. County Neighborhood (V6),venice,,venice-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Venice"", ""region"": ""westside"", ""county"": ""los-",/1.0/boundary/venice-la-county-neighborhood-v6/
Hollywood,6627 HOLLYWOOD BLVD,LOS ANGELES,90028,06/10/2013,90,Restaurant,34.101875,-118.334498,L.A. County Neighborhood (V6),hollywood,,hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Hollywood"", ""region"": ""central-la"", ""county"":",/1.0/boundary/hollywood-la-county-neighborhood-v6/
