Name,Address,City,Zip,Date,Score,Type,Lat,Lng,kind,external_i,name_1,slug,set,metadata,resource_u
East Hollywood,4650 W SUNSET BLVD,LOS ANGELES,90027,06/20/2013,90,Restaurant,34.0979439,-118.2909295,L.A. County Neighborhood (V6),east-hollywood,,east-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""East Hollywood"", ""region"": ""central-la"", ""coun",/1.0/boundary/east-hollywood-la-county-neighborhood-v6/
Rowland Heights,18438 E COLIMA RD #102,ROWLAND HEIGHTS,91748,06/20/2013,92,Restaurant,33.9864436,-117.902036,L.A. County Neighborhood (V6),rowland-heights,,rowland-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rowland Heights"", ""region"": ""san-gabriel-valley"", ""county",/1.0/boundary/rowland-heights-la-county-neighborhood-v6/
Rowland Heights,18483 COLIMA RD,ROWLAND HEIGHTS,91748,06/20/2013,97,Restaurant,33.9882418,-117.9013588,L.A. County Neighborhood (V6),rowland-heights,,rowland-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rowland Heights"", ""region"": ""san-gabriel-valley"", ""county",/1.0/boundary/rowland-heights-la-county-neighborhood-v6/
Claremont,109 N YALE AVE,CLAREMONT,91711,06/20/2013,92,Restaurant,34.094921,-117.7180607,L.A. County Neighborhood (V6),claremont,,claremont-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Claremont"", ""region"": ""pomona-valley"", ""county"": ""los-ang",/1.0/boundary/claremont-la-county-neighborhood-v6/
Sherman Oaks,14708 VENTURA BLVD B,SHERMAN OAKS,91403,06/20/2013,99,Restaurant,34.1515045,-118.4536683,L.A. County Neighborhood (V6),sherman-oaks,,sherman-oaks-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sherman Oaks"", ""region"": ""san-fernando-valley""",/1.0/boundary/sherman-oaks-la-county-neighborhood-v6/
Cerritos,11461 SOUTH ST #B5,CERRITOS,90703,06/20/2013,98,Restaurant,33.8584909,-118.0893942,L.A. County Neighborhood (V6),cerritos,,cerritos-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Cerritos"", ""region"": ""southeast"", ""county"": ""los-angeles""",/1.0/boundary/cerritos-la-county-neighborhood-v6/
Norwalk,10951 E ROSECRANS AVE,NORWALK,90650,06/20/2013,90,Restaurant,33.9021653,-118.1016107,L.A. County Neighborhood (V6),norwalk,,norwalk-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Norwalk"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/norwalk-la-county-neighborhood-v6/
Huntington Park,2705 E SLAUSON AVE,HUNTINGTON PARK,90255,06/20/2013,94,Restaurant,33.9892197,-118.2223174,L.A. County Neighborhood (V6),huntington-park,,huntington-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Huntington Park"", ""region"": ""southeast"", ""county"": ""los-a",/1.0/boundary/huntington-park-la-county-neighborhood-v6/
Artesia,11612-14 1/2 SOUTH ST,ARTESIA,90701,06/20/2013,94,Restaurant,33.8583319,-118.0856775,L.A. County Neighborhood (V6),artesia,,artesia-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Artesia"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/artesia-la-county-neighborhood-v6/
Sun Valley,12061 STRATHERN ST,NORTH HOLLYWOOD,91605,06/20/2013,94,Restaurant,34.2157334,-118.3957921,L.A. County Neighborhood (V6),sun-valley,,sun-valley-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sun Valley"", ""region"": ""san-fernando-valley"",",/1.0/boundary/sun-valley-la-county-neighborhood-v6/
Artesia,17713 PIONEER BLVD,ARTESIA,90701,06/20/2013,76,Restaurant,33.8704176,-118.0823521,L.A. County Neighborhood (V6),artesia,,artesia-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Artesia"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/artesia-la-county-neighborhood-v6/
South Gate,5841 FIRESTONE BLVD,SOUTH GATE,90280,06/20/2013,97,Restaurant,33.949309,-118.1635833,L.A. County Neighborhood (V6),south-gate,,south-gate-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""South Gate"", ""region"": ""southeast"", ""county"": ""los-angele",/1.0/boundary/south-gate-la-county-neighborhood-v6/
Artesia,11710 SOUTH ST #104,ARTESIA,90701,06/20/2013,98,Restaurant,33.8583729,-118.0836819,L.A. County Neighborhood (V6),artesia,,artesia-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Artesia"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/artesia-la-county-neighborhood-v6/
Quartz Hill,41971 50TH ST W,LANCASTER,93536,06/20/2013,100,Restaurant,34.6450303,-118.2184422,L.A. County Neighborhood (V6),quartz-hill,,quartz-hill-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Quartz Hill"", ""region"": ""antelope-valley"", ""county"": ""los",/1.0/boundary/quartz-hill-la-county-neighborhood-v6/
Quartz Hill,42056 50TH ST W,LANCASTER,93536,06/20/2013,92,Restaurant,34.6472406,-118.2181801,L.A. County Neighborhood (V6),quartz-hill,,quartz-hill-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Quartz Hill"", ""region"": ""antelope-valley"", ""county"": ""los",/1.0/boundary/quartz-hill-la-county-neighborhood-v6/
Lancaster,2025 W AVENUE K,LANCASTER,93536,06/20/2013,100,Restaurant,34.6754909,-118.1664133,L.A. County Neighborhood (V6),lancaster,,lancaster-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lancaster"", ""region"": ""antelope-valley"", ""county"": ""los-a",/1.0/boundary/lancaster-la-county-neighborhood-v6/
Lancaster,1019 W AVE L #105,LANCASTER,93534,06/20/2013,90,Restaurant,34.6604387,-118.1483717,L.A. County Neighborhood (V6),lancaster,,lancaster-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lancaster"", ""region"": ""antelope-valley"", ""county"": ""los-a",/1.0/boundary/lancaster-la-county-neighborhood-v6/
Redondo Beach,324 S CATALINA AVE,REDONDO BEACH,90277,06/20/2013,95,Restaurant,33.8370561,-118.3876078,L.A. County Neighborhood (V6),redondo-beach,,redondo-beach-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Redondo Beach"", ""region"": ""south-bay"", ""county"": ""los-ang",/1.0/boundary/redondo-beach-la-county-neighborhood-v6/
Palmdale,1311 W RANCHO  VISTA  BLVD,PALMDALE,93551,06/20/2013,98,Restaurant,34.607868,-118.153847,L.A. County Neighborhood (V6),palmdale,,palmdale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Palmdale"", ""region"": ""antelope-valley"", ""county"": ""los-an",/1.0/boundary/palmdale-la-county-neighborhood-v6/
Palmdale,853 W PALMDALE BLVD,PALMDALE,93551,06/20/2013,97,Restaurant,34.5874159,-118.1471537,L.A. County Neighborhood (V6),palmdale,,palmdale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Palmdale"", ""region"": ""antelope-valley"", ""county"": ""los-an",/1.0/boundary/palmdale-la-county-neighborhood-v6/
Lancaster,44139 N SIERRA HWY,LANCASTER,93534,06/20/2013,98,Restaurant,34.6856128,-118.1350166,L.A. County Neighborhood (V6),lancaster,,lancaster-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lancaster"", ""region"": ""antelope-valley"", ""county"": ""los-a",/1.0/boundary/lancaster-la-county-neighborhood-v6/
Redondo Beach,561 N PACIFIC COAST HWY,REDONDO BEACH,90277,06/20/2013,90,Restaurant,33.851023,-118.3891272,L.A. County Neighborhood (V6),redondo-beach,,redondo-beach-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Redondo Beach"", ""region"": ""south-bay"", ""county"": ""los-ang",/1.0/boundary/redondo-beach-la-county-neighborhood-v6/
Venice,1801 OCEAN FRONT WK,VENICE,90291,06/20/2013,90,Restaurant,33.985785,-118.472481,L.A. County Neighborhood (V6),venice,,venice-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Venice"", ""region"": ""westside"", ""county"": ""los-",/1.0/boundary/venice-la-county-neighborhood-v6/
Unincorporated Santa Susana Mountains,26550 HERITAGE VIEW LN,VALENCIA,91381,06/20/2013,100,Restaurant,34.4020526,-118.5837201,L.A. County Neighborhood (V6),unincorporated-santa-susana-mountains,,unincorporated-santa-susana-mountains-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Unincorporated Santa Susana Mountains"", ""region"": ""northw",/1.0/boundary/unincorporated-santa-susana-mountains-la-county-neighborhood-v6/
Lancaster,1711 W AVE K,LANCASTER,93534,06/20/2013,98,Restaurant,34.675317,-118.161637,L.A. County Neighborhood (V6),lancaster,,lancaster-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lancaster"", ""region"": ""antelope-valley"", ""county"": ""los-a",/1.0/boundary/lancaster-la-county-neighborhood-v6/
Unincorporated Santa Susana Mountains,26550 HERITAGE VIEW LN,VALENCIA,91381,06/20/2013,98,Restaurant,34.4020526,-118.5837201,L.A. County Neighborhood (V6),unincorporated-santa-susana-mountains,,unincorporated-santa-susana-mountains-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Unincorporated Santa Susana Mountains"", ""region"": ""northw",/1.0/boundary/unincorporated-santa-susana-mountains-la-county-neighborhood-v6/
Torrance,2370 CRENSHAW BLVD #F,TORRANCE,90501,06/20/2013,90,Restaurant,33.8234786,-118.3278444,L.A. County Neighborhood (V6),torrance,,torrance-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Torrance"", ""region"": ""south-bay"", ""county"": ""los-angeles""",/1.0/boundary/torrance-la-county-neighborhood-v6/
Glendale,209 N VERDUGO RD,GLENDALE,91206,06/20/2013,90,Restaurant,34.148471,-118.236004,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Glendale,808 E CALIFORNIA AVE,GLENDALE,91206,06/20/2013,91,Restaurant,34.1498071,-118.2452355,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Azusa,429 N AZUSA AVE,AZUSA,91702,06/20/2013,94,Restaurant,34.1292186,-117.90788,L.A. County Neighborhood (V6),azusa,,azusa-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Azusa"", ""region"": ""san-gabriel-valley"", ""county"": ""los-an",/1.0/boundary/azusa-la-county-neighborhood-v6/
Compton,1100 W ARTESIA BLVD,COMPTON,90220,06/20/2013,94,Restaurant,33.8725499,-118.24122,L.A. County Neighborhood (V6),compton,,compton-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Compton"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/compton-la-county-neighborhood-v6/
East Los Angeles,1617 N EASTERN AVE,LOS ANGELES,90063,06/20/2013,97,Restaurant,34.0597866,-118.1733928,L.A. County Neighborhood (V6),east-los-angeles,,east-los-angeles-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""East Los Angeles"", ""region"": ""eastside"", ""county"": ""los-a",/1.0/boundary/east-los-angeles-la-county-neighborhood-v6/
Alhambra,2000 W MAIN ST,ALHAMBRA,91801,06/20/2013,93,Restaurant,34.0910657,-118.1453163,L.A. County Neighborhood (V6),alhambra,,alhambra-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Alhambra"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/alhambra-la-county-neighborhood-v6/
Pico Rivera,6676 S ROSEMEAD BLVD,PICO RIVERA,90660,06/20/2013,92,Restaurant,33.984616,-118.0958869,L.A. County Neighborhood (V6),pico-rivera,,pico-rivera-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Pico Rivera"", ""region"": ""southeast"", ""county"": ""los-angel",/1.0/boundary/pico-rivera-la-county-neighborhood-v6/
Central-Alameda,2206 S CENTRAL AVE,LOS ANGELES,90011,06/20/2013,97,Restaurant,34.0213373,-118.2532314,L.A. County Neighborhood (V6),central-alameda,,central-alameda-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Central-Alameda"", ""region"": ""south-la"", ""count",/1.0/boundary/central-alameda-la-county-neighborhood-v6/
Studio City,11929 VENTURA BLVD,STUDIO CITY,91604,06/20/2013,90,Restaurant,34.1432976,-118.3915421,L.A. County Neighborhood (V6),studio-city,,studio-city-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Studio City"", ""region"": ""san-fernando-valley"",",/1.0/boundary/studio-city-la-county-neighborhood-v6/
Burbank,1520 N SAN FERNANDO BLVD,BURBANK,91504,06/20/2013,86,Restaurant,34.1905536,-118.3219155,L.A. County Neighborhood (V6),burbank,,burbank-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Burbank"", ""region"": ""san-fernando-valley"", ""county"": ""los",/1.0/boundary/burbank-la-county-neighborhood-v6/
Glendale,230 N BRAND BLVD,GLENDALE,91203,06/20/2013,92,Restaurant,34.1492099,-118.25458,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Beverly Grove,643 N LA CIENEGA BLVD,LOS ANGELES,90069,06/20/2013,96,Restaurant,34.083534,-118.376462,L.A. County Neighborhood (V6),beverly-grove,,beverly-grove-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Beverly Grove"", ""region"": ""central-la"", ""count",/1.0/boundary/beverly-grove-la-county-neighborhood-v6/
Sun Valley,7603 VINELAND AVE,SUN VALLEY,91352,06/20/2013,92,Restaurant,34.2084944,-118.3703407,L.A. County Neighborhood (V6),sun-valley,,sun-valley-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sun Valley"", ""region"": ""san-fernando-valley"",",/1.0/boundary/sun-valley-la-county-neighborhood-v6/
La Crescenta-Montrose,2853 FOOTHILL BLVD,LA CRESCENTA,91214,06/20/2013,94,Restaurant,34.2253911,-118.241164,L.A. County Neighborhood (V6),la-crescenta-montrose,,la-crescenta-montrose-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""La Crescenta-Montrose"", ""region"": ""verdugos"", ""county"": """,/1.0/boundary/la-crescenta-montrose-la-county-neighborhood-v6/
South El Monte,10904 RUSH ST,SOUTH EL MONTE,91733,06/20/2013,96,Restaurant,34.0511572,-118.0370623,L.A. County Neighborhood (V6),south-el-monte,,south-el-monte-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""South El Monte"", ""region"": ""san-gabriel-valley"", ""county""",/1.0/boundary/south-el-monte-la-county-neighborhood-v6/
Studio City,12161 VENTURA BLVD,STUDIO CITY,91604,06/20/2013,92,Restaurant,34.1436204,-118.3973873,L.A. County Neighborhood (V6),studio-city,,studio-city-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Studio City"", ""region"": ""san-fernando-valley"",",/1.0/boundary/studio-city-la-county-neighborhood-v6/
La Crescenta-Montrose,2637 FOOTHILL BLVD,LA CRESCENTA,91214,06/20/2013,98,Restaurant,34.2224748,-118.235478,L.A. County Neighborhood (V6),la-crescenta-montrose,,la-crescenta-montrose-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""La Crescenta-Montrose"", ""region"": ""verdugos"", ""county"": """,/1.0/boundary/la-crescenta-montrose-la-county-neighborhood-v6/
South El Monte,10005 RUSH ST,SOUTH EL MONTE,91733,06/20/2013,93,Restaurant,34.0522621,-118.050988,L.A. County Neighborhood (V6),south-el-monte,,south-el-monte-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""South El Monte"", ""region"": ""san-gabriel-valley"", ""county""",/1.0/boundary/south-el-monte-la-county-neighborhood-v6/
Glendale,801 N CENTRAL AVE,GLENDALE,91203,06/20/2013,84,Restaurant,34.1577119,-118.258834,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Fairfax,6333 W 3RD ST #530,LOS ANGELES,90036,06/20/2013,91,Restaurant,34.0721657,-118.3602991,L.A. County Neighborhood (V6),fairfax,,fairfax-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Fairfax"", ""region"": ""central-la"", ""county"": ""l",/1.0/boundary/fairfax-la-county-neighborhood-v6/
Woodland Hills,20401 VENTURA BLVD,WOODLAND HILLS,91364,06/20/2013,93,Restaurant,34.169076,-118.5775125,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Santa Monica,2460 WILSHIRE BLVD,SANTA MONICA,90403,06/20/2013,90,Restaurant,34.035015,-118.478105,L.A. County Neighborhood (V6),santa-monica,,santa-monica-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Santa Monica"", ""region"": ""westside"", ""county"": ""los-angel",/1.0/boundary/santa-monica-la-county-neighborhood-v6/
Woodland Hills,22919 VENTURA BLVD,WOODLAND HILLS,91364,06/20/2013,91,Restaurant,34.1653337,-118.6260096,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Westchester,6081 CENTER DR 201,LOS ANGELES,90045,06/20/2013,92,Restaurant,33.9780349,-118.391949,L.A. County Neighborhood (V6),westchester,,westchester-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Westchester"", ""region"": ""south-bay"", ""county"":",/1.0/boundary/westchester-la-county-neighborhood-v6/
Lake Balboa,16851 VICTORY BLVD #2,VAN NUYS,91406,06/20/2013,96,Restaurant,34.1870976,-118.5007594,L.A. County Neighborhood (V6),lake-balboa,,lake-balboa-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Lake Balboa"", ""region"": ""san-fernando-valley"",",/1.0/boundary/lake-balboa-la-county-neighborhood-v6/
