Name,Address,City,Zip,Date,Score,Type,Lat,Lng
C.W. & CHRIS FISH & SHRIMP,6512 S WESTERN AVE,LOS ANGELES,90047,06/24/2013,95,Restaurant,33.9802469,-118.3087602
HONG KONG EXPRESS,12730 S HAWTHORNE BLVD F,HAWTHORNE,90250,06/24/2013,91,Restaurant,33.9164042,-118.3515789
BASKIN ROBBINS 31 ICE CREAM,13424 S CRENSHAW BLVD,GARDENA,90249,06/24/2013,90,Restaurant,33.909929,-118.3262585
JACK-IN-THE BOX 232,4737 W IMPERIAL HWY,HAWTHORNE,90250,06/24/2013,91,Restaurant,33.9309639,-118.345908
JAVIER TACOS MEXICO #9,4235 W EL SEGUNDO BLVD,HAWTHORNE,90250,06/24/2013,92,Restaurant,33.916735,-118.34895
CHI-LIN,9201 SUNSET BLVD,WEST HOLLYWOOD,90069,06/24/2013,99,Restaurant,34.0908255,-118.3925713
EL PUERTO ESCONDIDO,4182 W EL SEGUNDO BLVD,HAWTHORNE,90250,06/24/2013,91,Restaurant,33.916086,-118.347879
EL RECREO ROOM,506 W AVENUE 28,LOS ANGELES,90065,06/24/2013,98,Restaurant,34.0849256,-118.2215257
KING FISH,6828 S WESTERN AVE,LOS ANGELES,90047,06/24/2013,90,Restaurant,33.9773206,-118.3089396
DOUGLAS DRIVE IN #5,11939 E FIRESTONE BLVD,NORWALK,90650,06/24/2013,94,Restaurant,33.911194,-118.078394
MAMMA MIA PIZZA,1637 N GAREY AVE,POMONA,91767,06/24/2013,87,Restaurant,34.0752358,-117.752495
NO. 1  NOODLE HOUSE,18180 COLIMA RD #  B,ROWLAND HEIGHTS,91748,06/24/2013,85,Restaurant,33.9884156,-117.9072245
CARDENAS MARKET-KITCHEN,2001 S GAREY AVE,POMONA,91766,06/24/2013,99,Restaurant,34.035561,-117.750639
LILI'Z CAFE,16026 S PIONEER BLVD,NORWALK,90650,06/24/2013,85,Restaurant,33.8854596,-118.0822683
NORWALK SENIOR CENTER,14040 S SAN ANTONIO DR,NORWALK,90650,06/24/2013,97,Restaurant,33.9037925,-118.0807638
DB'S GRILLE,21725 E GATEWAY CENTER DR,DIAMOND BAR,91765,06/24/2013,94,Restaurant,34.000983,-117.8333818
ANGELO'S BURGERS,902 W MISSION BLVD,POMONA,91766,06/24/2013,95,Restaurant,34.0548595,-117.7588484
BRAVO BURGER,1215 N WHITE AVE,POMONA,91768,06/24/2013,100,Restaurant,34.0697649,-117.759675
BJ'S RESTAURANT,121 STONEWOOD ST,DOWNEY,90241,06/24/2013,96,Restaurant,33.936638,-118.121626
HAPPY DONUT,1242 E FLORENCE AVE,LOS ANGELES,90001,06/24/2013,92,Restaurant,33.9747459,-118.2530977
SUBWAY #13005,1209 S SOTO ST,LOS ANGELES,90023,06/24/2013,100,Restaurant,34.0277844,-118.2195068
STARBUCKS COFFEE   14412,3344 S LA CIENEGA BLVD,LOS ANGELES,90016,06/24/2013,97,Restaurant,34.0268649,-118.3717802
MCDONALD'S,1210 S SOTO ST,LOS ANGELES,90023,06/24/2013,90,Restaurant,34.0275525,-118.2194894
HAMILTON SUNDSTRAND CAFETERIA,2771 N GAREY AVE,POMONA,91767,06/24/2013,94,Restaurant,34.0956438,-117.7491316
BOSTON SCIENTIFIC,25155 RYE CANYON LOOP,SANTA CLARITA,91355,06/24/2013,91,Restaurant,34.4561907,-118.5832393
THE FACEY CAFE,11333 N SEPULVEDA BLVD,MISSION HILLS,91345,06/24/2013,94,Restaurant,34.276657,-118.469098
THAI BOOM,10863 VENICE BLVD,LOS ANGELES,90034,06/24/2013,94,Restaurant,34.0167235,-118.4106854
NORDSTROM'S CAFE EXPRESS,200 W BROADWAY,GLENDALE,91204,06/24/2013,98,Restaurant,34.146414,-118.2573587
PINOCCHIOS,3103 W MAGNOLIA BLVD,BURBANK,91505,06/24/2013,97,Restaurant,34.1699784,-118.3410569
SUPERIOR GROCERS #128 - BAKERY,14433 RAMONA BLVD,BALDWIN PARK,91706,06/24/2013,99,Restaurant,34.088487,-117.958922
VALLEYDALE MARKET-JUICE BAR,5210 CLYDEBANK AVE,AZUSA,91702,06/24/2013,97,Restaurant,34.107664,-117.920196
NORDSTROM ESPRESSO BAR,200 W BROADWAY,GLENDALE,91204,06/24/2013,97,Restaurant,34.146414,-118.2573587
VERSAILLES CUBAN RESTAURANT,10319 VENICE BLVD,LOS ANGELES,90034,06/24/2013,92,Restaurant,34.021145,-118.403606
HABANEROS MEXICAN FOOD,4386 N MAINE AVE,BALDWIN PARK,91706,06/24/2013,96,Restaurant,34.091868,-117.960143
BAHIA CAPORALES,3821 W MAGNOLIA BLVD,BURBANK,91505,06/24/2013,96,Restaurant,34.1674869,-118.3489415
GREEN VILLAGE CUISINE,15466 VENTURA BLVD,SHERMAN OAKS,91403,06/24/2013,92,Restaurant,34.154594,-118.4709782
MIDORI SUSHI RESTAURANT,17047 1/2 VENTURA BLVD,ENCINO,91316,06/24/2013,92,Restaurant,34.1647085,-118.5256934
CINEMARK  UPPER SATELLITE CO,6081 CENTER DR 201,LOS ANGELES,90045,06/24/2013,97,Restaurant,33.9780349,-118.391949
RASPUTIN DELI & BAKERY,17159 VENTURA BLVD,ENCINO,91316,06/24/2013,91,Restaurant,34.1605122,-118.5072805
SWEET SNOW,9420 RESEDA BLVD,NORTHRIDGE,91324,06/24/2013,97,Restaurant,34.2417913,-118.5355313
THE EXPRESS,1740 W ARTESIA BLVD A,GARDENA,90248,06/23/2013,94,Restaurant,33.8721473,-118.3075376
KAU KAU KORNER,1740 W ARTESIA BLVD C,GARDENA,90248,06/23/2013,91,Restaurant,33.8721473,-118.3075376
SUSHI BOY/UNCLE,1740 W ARTESIA BLVD B,GARDENA,90248,06/23/2013,97,Restaurant,33.8721473,-118.3075376
CHO OISHI,6801 HOLLYWOOD BLVD 400,LOS ANGELES,90028,06/21/2013,90,Restaurant,34.1025925,-118.3402607
CAFE 50'S,850 N VERMONT AVE,LOS ANGELES,90029,06/21/2013,95,Restaurant,34.086889,-118.291342
HUMMUS HOUSE,12211 S HAWTHORNE BLVD,HAWTHORNE,90250,06/21/2013,90,Restaurant,33.9215596,-118.3530583
CAULFIELD'S,9360 WILSHIRE BLVD,BEVERLY HILLS,90212,06/21/2013,92,Restaurant,34.0667029,-118.396171
R.J.'S CHINA CAFE,15000 HAWTHORNE BLVD,LAWNDALE,90260,06/21/2013,91,Restaurant,33.895313,-118.351757
BREWDOG PUB,8300 WILSHIRE BLVD,BEVERLY HILLS,90211,06/21/2013,91,Restaurant,34.063963,-118.37206
LEE'S CARIBBEAN RESTAURANT &MA;,1041 S PRAIRIE AVE 5-6,INGLEWOOD,90301,06/21/2013,94,Restaurant,33.9503628,-118.3439463
HONG KONG COMBO,14316 S HAWTHORNE BLVD,LAWNDALE,90260,06/21/2013,90,Restaurant,33.8939315,-118.3523666
TRIMANA,1875 CENTURY PARK EAST A,LOS ANGELES,90067,06/21/2013,83,Restaurant,34.060984,-118.414682
Q HAWAIIAN BBQ,3550 W CENTURY BLVD,INGLEWOOD,90303,06/21/2013,90,Restaurant,33.9454432,-118.3348324
CARMELA ICE CREAM,7920 W 3RD ST,LOS ANGELES,90048,06/21/2013,97,Restaurant,34.0715102,-118.362223
EL VIRREY-POLLOS EL BRASERO,1353 W ROSECRANS AVE,GARDENA,90247,06/21/2013,90,Restaurant,33.9024147,-118.3000807
GINO'S PIZZA,1122 CENTINELA AVE,INGLEWOOD,90302,06/21/2013,90,Restaurant,33.9765915,-118.358627
NORMANDIE CLUB CAFE/GIFT SHOP,1045 W ROSECRANS AVE,GARDENA,90247,06/21/2013,90,Restaurant,33.9019203,-118.2932419
SAHARA CAFE,12 VILLAGE LOOP RD #A&B;,POMONA,91766,06/21/2013,96,Restaurant,34.0397162,-117.7549295
CHA DA THAI RESTAURANT,510 S GLENDORA AVE,WEST COVINA,91790,06/21/2013,95,Restaurant,34.0655728,-117.9269609
EL PESCADOR BAR & GRILL,1604 W MISSION BLVD,POMONA,91766,06/21/2013,95,Restaurant,34.0536037,-117.7754593
GOLF N STUFF,10555 E FIRESTONE BLVD,NORWALK,90650,06/21/2013,98,Restaurant,33.9265879,-118.1061875
LA MIRAGE RESTAURANT,17104 S PIONEER BLVD,ARTESIA,90701,06/21/2013,91,Restaurant,33.8756288,-118.0823662
LUNA RESTAURANT & LOUNGE,3220 W TEMPLE AVE,POMONA,91766,06/21/2013,93,Restaurant,34.0460993,-117.8036135
LA FLOR DE JALISCO,1318 N HACIENDA BLVD,LA PUENTE,91744,06/21/2013,99,Restaurant,34.044333,-117.9491634
MARISCOS EL CHILITO REST.  #6,10635 E IMPERIAL HWY,NORWALK,90650,06/21/2013,92,Restaurant,33.9171667,-118.1071159
GOLDEN SPUR RESTAURANT,1223 E ROUTE 66,GLENDORA,91740,06/21/2013,91,Restaurant,34.1290624,-117.8432529
PAMORE PIZZA,2122 W FRANCISQUITO AVE B,WEST COVINA,91790,06/21/2013,99,Restaurant,34.0603562,-117.9635464
EL EDEN RESTAURANT & JUICE BAR,10628 E IMPERIAL HWY,NORWALK,90650,06/21/2013,90,Restaurant,33.9170111,-118.1071313
NEW WAVE BAR,17847 S LAKEWOOD BLVD,BELLFLOWER,90706,06/21/2013,95,Restaurant,33.869798,-118.142849
SAKE ROLL,855 W ROUTE 66,GLENDORA,91740,06/21/2013,93,Restaurant,34.1287923,-117.8803793
MCDONALD'S,860 S INDIAN HILL BLVD,CLAREMONT,91711,06/21/2013,95,Restaurant,34.0803216,-117.7185324
HIWA RESTAURANT,11421 SOUTH ST,CERRITOS,90703,06/21/2013,93,Restaurant,33.8584899,-118.0903662
COURT HOUSE SUSHI,137 N MACLAY AVE,SAN FERNANDO,91340,06/21/2013,92,Restaurant,34.2845814,-118.4395761
PANINI'S,1825 REDONDO AVE,SIGNAL HILL,90755,06/21/2013,98,Restaurant,33.7906576,-118.152047
SUBS R' US,28901 S WESTERN AVE #219,RANCHO PALOS VERDES,90275,06/21/2013,90,Restaurant,33.7554378,-118.3102336
ACACIA BAKERY,135 E LOMITA BLVD,CARSON,90745,06/21/2013,92,Restaurant,33.798727,-118.274743
HERMOSA PIE & CAKE,133 HERMOSA AVE,HERMOSA BEACH,90254,06/21/2013,98,Restaurant,33.8546306,-118.3982966
THE GRILL ON AVON STREET,4000 WARNER BLVD,BURBANK,91505,06/21/2013,97,Restaurant,34.1505561,-118.3386326
IHOP,605 N GLENDALE AVE,GLENDALE,91206,06/21/2013,95,Restaurant,34.1550733,-118.242978
WARNER BROS. STUDIOS,4000 WARNER BLVD,BURBANK,91505,06/21/2013,97,Restaurant,34.1505561,-118.3386326
STARBUCKS,4000 WARNER BLVD,BURBANK,91522,06/21/2013,99,Restaurant,34.1498977,-118.3410174
BRIDGE BUILDING (WARNER BROS),4000 WARNER BLVD,BURBANK,91522,06/21/2013,99,Restaurant,34.1498977,-118.3410174
JAMBA JUICE,4000 WARNER BLVD,BURBANK,91522,06/21/2013,98,Restaurant,34.1498977,-118.3410174
SURF CITY SQUEEZE,201 E MAGNOLIA BLVD #387,BURBANK,91502,06/21/2013,96,Restaurant,34.1834714,-118.3122355
SBARRO,201 E MAGNOLIA BLVD #386,BURBANK,91502,06/21/2013,94,Restaurant,34.1834714,-118.3122355
BIG PINES BASE LODGE,24510 BIG PINES HWY,WRIGHTWOOD,92397,06/21/2013,100,Restaurant,34.3769581,-117.6915199
PREMIER RESTAURANT,12743 VENTURA BLVD,STUDIO CITY,91604,06/21/2013,93,Restaurant,34.14515,-118.410846
SAN ANDRES GRILL,24518 BIG PINES HWY,WRIGHTWOOD,92397,06/21/2013,100,Restaurant,34.3967542,-117.7363103
THAI FOOD,1361 E COLORADO ST,GLENDALE,91205,06/21/2013,97,Restaurant,34.142955,-118.235028
ICHIBAN BUFFET & GRILL,3608 PECK RD,EL MONTE,91731,06/21/2013,90,Restaurant,34.0729308,-118.0233416
YUM YUM DONUTS,20918 VENTURA BLVD,WOODLAND HILLS,91364,06/21/2013,91,Restaurant,34.1664403,-118.589094
NICOLAS KITCHEN,20969 VENTURA BLVD #1,WOODLAND HILLS,91364,06/21/2013,91,Restaurant,34.1668278,-118.5903375
CHAMPS HOT GRILL,7250 CANOGA AVE,CANOGA PARK,91303,06/21/2013,92,Restaurant,34.2028045,-118.5976942
FOUR SEASONS / ONYX,2 DOLE DR,WESTLAKE VILLAGE,91362,06/21/2013,91,Restaurant,34.151368,-118.804506
KUSHI - SHABU,123 ONIZUKA ST #305,LOS ANGELES,90012,06/20/2013,97,Restaurant,34.0505235,-118.2420452
BLUE WHALE,123 ONIZUKA ST #301,LOS ANGELES,90012,06/20/2013,93,Restaurant,34.0505235,-118.2420452
WAKASAN,1929 WESTWOOD BLVD,LOS ANGELES,90025,06/20/2013,85,Restaurant,34.0475869,-118.435163
MAPO KOREAN BAR-B-Q,14909 S CRENSHAW BLVD,GARDENA,90249,06/20/2013,90,Restaurant,33.8962593,-118.3271366
CHAMPAGNE FRENCH BAKERY,200 S BEVERLY DR,BEVERLY HILLS,90212,06/20/2013,90,Restaurant,34.064711,-118.3987991
KAGAYA RESTAURANT,418 E 2ND ST,LOS ANGELES,90012,06/20/2013,93,Restaurant,34.0475625,-118.2391303
LOS ROBLES GRILL & BAR,14101 S HAWTHORNE BLVD,HAWTHORNE,90250,06/20/2013,96,Restaurant,33.9035456,-118.3529987
NIRVANA,8689 WILSHIRE BLVD,BEVERLY HILLS,90211,06/20/2013,92,Restaurant,34.0667789,-118.381215
MAKO SUSHI RESTAURANT,123 ONIZUKA ST #307,LOS ANGELES,90012,06/20/2013,92,Restaurant,34.0505235,-118.2420452
TAGINE,132 N ROBERTSON BLVD,BEVERLY HILLS,90211,06/20/2013,95,Restaurant,34.0677624,-118.3835675
JOHNNY  ROCKETS #213,6333 W 3RD ST 706,LOS ANGELES,90036,06/20/2013,94,Restaurant,34.0721657,-118.3602991
H-WOOD PARK HORSE & SADDLE,1050 S PRAIRIE AVE #28,INGLEWOOD,90305,06/20/2013,91,Restaurant,33.9533992,-118.3402205
DIAMOND BAR COUNTRY CLUB SB,22801 E GOLDEN SPRINGS DR,DIAMOND BAR,91765,06/20/2013,97,Restaurant,34.0086461,-117.8182275
SOUTH HILLS COUNTRY CLUB,2655 S CITRUS AVE,WEST COVINA,91791,06/20/2013,98,Restaurant,34.053095,-117.886955
DIAMOND BAR COUNTRY CLUB,22801 GOLDEN SPRINGS DR,DIAMOND BAR,91765,06/20/2013,95,Restaurant,34.0086461,-117.8182275
999 HAWAIIAN BBQ & ASIAN WOK,989 W SAN BERNARDINO RD,COVINA,91724,06/20/2013,92,Restaurant,34.0889066,-117.9098209
FIX COFFEE,2100 ECHO PARK AVE,LOS ANGELES,90026,06/20/2013,97,Restaurant,34.0895663,-118.2497432
MI CASA MEXICAN INC.,5549 N WOODRUFF AVE,LAKEWOOD,90713,06/20/2013,91,Restaurant,33.8576091,-118.1170842
RANCHO GRANDE,10935 E ROSECRANS AVE,NORWALK,90650,06/20/2013,94,Restaurant,33.9021639,-118.1018721
THE RENDEZVOUS,570 E SAN BERNARDINO RD,COVINA,91723,06/20/2013,92,Restaurant,34.0908198,-117.8794677
CASA MORENO MEXICAN GRILL,101 N INDIAN HILL BLVD #C- 103,CLAREMONT,91711,06/20/2013,92,Restaurant,34.0948087,-117.7194922
SAKURA OF TOKYO,533 S GLENDORA AVE,WEST COVINA,91790,06/20/2013,90,Restaurant,34.065758,-117.928087
MCDONALD'S #11865,3030 E GARVEY AVE,WEST COVINA,91791,06/20/2013,90,Restaurant,34.0710321,-117.8795185
NIKO NIKO SUSHI,17501 COLIMA RD #E,CITY OF INDUSTRY,91748,06/20/2013,97,Restaurant,33.991237,-117.924763
OLIVE GARDEN,9253 FIRESTONE BLVD,DOWNEY,90241,06/20/2013,96,Restaurant,33.9331242,-118.1183253
CHINA WOK EXPRESS,7932 FLORENCE AVE,DOWNEY,90240,06/20/2013,96,Restaurant,33.9536659,-118.1314289
TOMMY'S BURGERS & STEAK,154 E ARROW HWY,COVINA,91722,06/20/2013,90,Restaurant,34.10659,-117.8888081
PAIK'S BONGA,22640 GOLDEN SPRINGS DR,DIAMOND BAR,91765,06/20/2013,90,Restaurant,34.0072531,-117.8201271
LOS SOMBREROS,8019 FLORENCE AVE,DOWNEY,90240,06/20/2013,96,Restaurant,33.953432,-118.1292857
PANDA EXPRESS  #676,11449 SOUTH ST,CERRITOS,90703,06/20/2013,92,Restaurant,33.8584899,-118.0896441
HBO CAFE,4650 W SUNSET BLVD,LOS ANGELES,90027,06/20/2013,90,Restaurant,34.0979439,-118.2909295
TRIPLE VILLAGE  INC.,18438 E COLIMA RD #102,ROWLAND HEIGHTS,91748,06/20/2013,92,Restaurant,33.9864436,-117.902036
ROLLING WOK RESTAURANT,18483 COLIMA RD,ROWLAND HEIGHTS,91748,06/20/2013,97,Restaurant,33.9882418,-117.9013588
THE DANSON / ESPIAU'S,109 N YALE AVE,CLAREMONT,91711,06/20/2013,92,Restaurant,34.094921,-117.7180607
CHIPOTLE MEXICAN GRILL,14708 VENTURA BLVD B,SHERMAN OAKS,91403,06/20/2013,99,Restaurant,34.1515045,-118.4536683
FIVE GUYS BURGERS AND FRIES,11461 SOUTH ST #B5,CERRITOS,90703,06/20/2013,98,Restaurant,33.8584909,-118.0893942
R&G;'S FOODBASKET DELI,10951 E ROSECRANS AVE,NORWALK,90650,06/20/2013,90,Restaurant,33.9021653,-118.1016107
GUS BURGERS,2705 E SLAUSON AVE,HUNTINGTON PARK,90255,06/20/2013,94,Restaurant,33.9892197,-118.2223174
ESPARANZA'S RESTAURANT,11612-14 1/2 SOUTH ST,ARTESIA,90701,06/20/2013,94,Restaurant,33.8583319,-118.0856775
OLD SICILY PIZZERIA,12061 STRATHERN ST,NORTH HOLLYWOOD,91605,06/20/2013,94,Restaurant,34.2157334,-118.3957921
99 RANCH (HOT DELI),17713 PIONEER BLVD,ARTESIA,90701,06/20/2013,76,Restaurant,33.8704176,-118.0823521
GRANNY'S DONUTS,5841 FIRESTONE BLVD,SOUTH GATE,90280,06/20/2013,97,Restaurant,33.949309,-118.1635833
SEAFOOD SHACK,11710 SOUTH ST #104,ARTESIA,90701,06/20/2013,98,Restaurant,33.8583729,-118.0836819
BEST OF EUROPE,41971 50TH ST W,LANCASTER,93536,06/20/2013,100,Restaurant,34.6450303,-118.2184422
DOMINO'S PIZZA,42056 50TH ST W,LANCASTER,93536,06/20/2013,92,Restaurant,34.6472406,-118.2181801
FARLEY'S GELATO & COFFEE,2025 W AVENUE K,LANCASTER,93536,06/20/2013,100,Restaurant,34.6754909,-118.1664133
SUBWAY,1019 W AVE L #105,LANCASTER,93534,06/20/2013,90,Restaurant,34.6604387,-118.1483717
C.J.'S PANTRY,324 S CATALINA AVE,REDONDO BEACH,90277,06/20/2013,95,Restaurant,33.8370561,-118.3876078
FRESCOS  II,1311 W RANCHO  VISTA  BLVD,PALMDALE,93551,06/20/2013,98,Restaurant,34.607868,-118.153847
SIZZLER STEAK HOUSE,853 W PALMDALE BLVD,PALMDALE,93551,06/20/2013,97,Restaurant,34.5874159,-118.1471537
SAMMY'S RESTAURANT,44139 N SIERRA HWY,LANCASTER,93534,06/20/2013,98,Restaurant,34.6856128,-118.1350166
MAXI'S ASIAN DELIGHT,561 N PACIFIC COAST HWY,REDONDO BEACH,90277,06/20/2013,90,Restaurant,33.851023,-118.3891272
MONKEE'S TERIYAKI,1801 OCEAN FRONT WK,VENICE,90291,06/20/2013,90,Restaurant,33.985785,-118.472481
T P C-VALENCIA MIDWAY GRILLE,26550 HERITAGE VIEW LN,VALENCIA,91381,06/20/2013,100,Restaurant,34.4020526,-118.5837201
LIQUID BEAN,1711 W AVE K,LANCASTER,93534,06/20/2013,98,Restaurant,34.675317,-118.161637
T P C AT VALENCIA,26550 HERITAGE VIEW LN,VALENCIA,91381,06/20/2013,98,Restaurant,34.4020526,-118.5837201
BEACH BOWLS,2370 CRENSHAW BLVD #F,TORRANCE,90501,06/20/2013,90,Restaurant,33.8234786,-118.3278444
VERDUGO PRODUCE,209 N VERDUGO RD,GLENDALE,91206,06/20/2013,90,Restaurant,34.148471,-118.236004
TOASTED BUN RESTAURANT,808 E CALIFORNIA AVE,GLENDALE,91206,06/20/2013,91,Restaurant,34.1498071,-118.2452355
LA TOLECA,429 N AZUSA AVE,AZUSA,91702,06/20/2013,94,Restaurant,34.1292186,-117.90788
RALPHS GROCERY CAFETERIA,1100 W ARTESIA BLVD,COMPTON,90220,06/20/2013,94,Restaurant,33.8725499,-118.24122
MCDONALD'S RESTAURANT  #3100,1617 N EASTERN AVE,LOS ANGELES,90063,06/20/2013,97,Restaurant,34.0597866,-118.1733928
KING HUA RESTAURANT,2000 W MAIN ST,ALHAMBRA,91801,06/20/2013,93,Restaurant,34.0910657,-118.1453163
LA BONITA PANADERIA,6676 S ROSEMEAD BLVD,PICO RIVERA,90660,06/20/2013,92,Restaurant,33.984616,-118.0958869
LARIOS BAKERY,2206 S CENTRAL AVE,LOS ANGELES,90011,06/20/2013,97,Restaurant,34.0213373,-118.2532314
OUT TAKE BISTRO,11929 VENTURA BLVD,STUDIO CITY,91604,06/20/2013,90,Restaurant,34.1432976,-118.3915421
VAKO'S KEBAB,1520 N SAN FERNANDO BLVD,BURBANK,91504,06/20/2013,86,Restaurant,34.1905536,-118.3219155
LOLA'S,230 N BRAND BLVD,GLENDALE,91203,06/20/2013,92,Restaurant,34.1492099,-118.25458
GREYSTONE MANOR,643 N LA CIENEGA BLVD,LOS ANGELES,90069,06/20/2013,96,Restaurant,34.083534,-118.376462
TAQUERIA LA FONDA,7603 VINELAND AVE,SUN VALLEY,91352,06/20/2013,92,Restaurant,34.2084944,-118.3703407
TICKLE TREE CAFE,2853 FOOTHILL BLVD,LA CRESCENTA,91214,06/20/2013,94,Restaurant,34.2253911,-118.241164
BIRRIERIA TLAQUEPAQUE,10904 RUSH ST,SOUTH EL MONTE,91733,06/20/2013,96,Restaurant,34.0511572,-118.0370623
MEXICALI COCINA AND CANTINA,12161 VENTURA BLVD,STUDIO CITY,91604,06/20/2013,92,Restaurant,34.1436204,-118.3973873
BAJA FRESH MEXICAN GRILL,2637 FOOTHILL BLVD,LA CRESCENTA,91214,06/20/2013,98,Restaurant,34.2224748,-118.235478
VILLA TEPEYAC,10005 RUSH ST,SOUTH EL MONTE,91733,06/20/2013,93,Restaurant,34.0522621,-118.050988
SHAKER RESTAURANT,801 N CENTRAL AVE,GLENDALE,91203,06/20/2013,84,Restaurant,34.1577119,-118.258834
ZIA VALENTINA,6333 W 3RD ST #530,LOS ANGELES,90036,06/20/2013,91,Restaurant,34.0721657,-118.3602991
TODAI,20401 VENTURA BLVD,WOODLAND HILLS,91364,06/20/2013,93,Restaurant,34.169076,-118.5775125
THE CHARLESTON,2460 WILSHIRE BLVD,SANTA MONICA,90403,06/20/2013,90,Restaurant,34.035015,-118.478105
YON KONG CHINESE FOOD,22919 VENTURA BLVD,WOODLAND HILLS,91364,06/20/2013,91,Restaurant,34.1653337,-118.6260096
CINEMARK  UPPER MAIN CONCESS.,6081 CENTER DR 201,LOS ANGELES,90045,06/20/2013,92,Restaurant,33.9780349,-118.391949
TAQUERIA JUANITO`S,16851 VICTORY BLVD #2,VAN NUYS,91406,06/20/2013,96,Restaurant,34.1870976,-118.5007594
THE HUNGRY CAT,100 CHANNEL RD,SANTA MONICA,90402,06/20/2013,90,Restaurant,34.0281914,-118.5190356
EASTSIDE LUV,1835 E 1ST ST,LOS ANGELES,90033,06/19/2013,98,Restaurant,34.0472183,-118.2185692
LA LOUISIANNE,5812 OVERHILL DR,LOS ANGELES,90043,06/19/2013,93,Restaurant,33.988258,-118.353853
BORDELLO ON 1ST,901 E 1ST ST,LOS ANGELES,90012,06/19/2013,95,Restaurant,34.0487831,-118.2336913
YUM YUM DONUTS FRANCHISE 9363B,2601 COLORADO BLVD,LOS ANGELES,90042,06/19/2013,95,Restaurant,34.1425324,-118.2230252
LAX TACOS,543 W ARBOR VITAE ST,INGLEWOOD,90301,06/19/2013,91,Restaurant,33.9527085,-118.3649414
SUSHI PARK,8539 SUNSET BLVD # 20,WEST HOLLYWOOD,90069,06/19/2013,100,Restaurant,34.09373,-118.377857
TOP DONUT,3331 W HYDE PARK BLVD,LOS ANGELES,90043,06/19/2013,90,Restaurant,33.980633,-118.3307291
RALPHS DELI #277,950 N LA BREA AVE,INGLEWOOD,90302,06/19/2013,95,Restaurant,33.975331,-118.357075
HOTEL SOFITEL L.A. RESTAURANT,8555 BEVERLY BLVD,LOS ANGELES,90048,06/19/2013,94,Restaurant,34.0763026,-118.3776171
EL PUERTO ESCONDIDO,915 W ARBOR VITAE ST,INGLEWOOD,90304,06/19/2013,91,Restaurant,33.9528623,-118.3726059
TASTY CHINA BOWL,4134 S CRENSHAW BLVD,LOS ANGELES,90008,06/19/2013,82,Restaurant,34.0171883,-118.3353219
DELICE BAKERY,8583 W PICO BLVD,LOS ANGELES,90035,06/19/2013,92,Restaurant,34.0540234,-118.3779267
BAO DIM SUM HOUSE,8256 BEVERLY BLVD,LOS ANGELES,90048,06/19/2013,94,Restaurant,34.0759238,-118.3698722
SHOOP'S OF WEST HOLLYWOOD,1111 N HAYWORTH AVE,WEST HOLLYWOOD,90046,06/19/2013,100,Restaurant,34.091258,-118.363192
TACO SHACK FAMILY RESTAURANT,15856 E WHITTIER BLVD,WHITTIER,90603,06/19/2013,96,Restaurant,33.9431356,-117.9908036
VERACRUZ,9085 E IMPERIAL HWY,DOWNEY,90242,06/19/2013,98,Restaurant,33.917249,-118.1346923
ARTURO'S PUFFY TACO,15693 E LEFFINGWELL RD,WHITTIER,90604,06/19/2013,94,Restaurant,33.931114,-117.9949262
FRANTONE'S PIZZA & SPAGHETTI,10808 E ALONDRA BLVD,CERRITOS,90703,06/19/2013,92,Restaurant,33.8857574,-118.1025878
MAMA MIA'S PIZZA,2616 E CANDLEWOOD ST,LAKEWOOD,90712,06/19/2013,92,Restaurant,33.8535721,-118.1605496
YUMMY CHINA,12515 E CARSON ST,HAWAIIAN GARDENS,90716,06/19/2013,85,Restaurant,33.8316538,-118.065449
ORTEGA'S FISH & GRILL,15660 E LEFFINGWELL RD,WHITTIER,90603,06/19/2013,98,Restaurant,33.9304801,-117.9945876
KIKO'S,18915 S NORWALK BLVD,ARTESIA,90701,06/19/2013,92,Restaurant,33.8593069,-118.0725112
LAND OF MILK & HONEY,11622 1/2 E SOUTH ST,ARTESIA,90701,06/19/2013,91,Restaurant,33.8583598,-118.0858663
LUIS MEAT MARKET-DELI,9071 E IMPERIAL HWY,DOWNEY,90242,06/19/2013,98,Restaurant,33.9170452,-118.1354234
MJ CAFE & TEA HOUSE,17521 E COLIMA RD,CITY OF INDUSTRY,91748,06/19/2013,86,Restaurant,33.9904358,-117.9223032
CURLY JONES CAFE,13220 S SAN ANTONIO DR,NORWALK,90650,06/19/2013,93,Restaurant,33.91043,-118.074525
PEKING WOK RESTAURANT,11203 E 183RD ST,CERRITOS,90703,06/19/2013,96,Restaurant,33.8657306,-118.0947189
BLUE ANGEL DELI & CAFE,3191 W TEMPLE AVE #110,POMONA,91768,06/19/2013,93,Restaurant,34.0455619,-117.804667
JACK IN THE BOX #3183,12900 SHERMAN WY,NORTH HOLLYWOOD,91605,06/19/2013,96,Restaurant,34.2011296,-118.4141057
EL CAMPESINO RESTAURANT,6103 PACIFIC BLVD,HUNTINGTON PARK,90255,06/19/2013,100,Restaurant,33.9853337,-118.2252159
ADENTRO COJUTEPREQUE # 2,6136 PACIFIC BLVD,HUNTINGTON PARK,90255,06/19/2013,90,Restaurant,33.984397,-118.224746
SANDS BOWL,43233 SIERRA HWY,LANCASTER,93534,06/19/2013,97,Restaurant,34.668868,-118.132678
