Name,Address,City,Zip,Date,Score,Type
"BURGER KING","3517 FOOTHILL BLVD","GLENDALE","91214","06/11/2013","91","Restaurant"
"JIM'S FAMOUS BURGERS","8749 E VALLEY BLVD","ROSEMEAD","91770","06/11/2013","90","Restaurant"
"NORTH HOLLYWOOD BAKERY+DELI","6052 LANKERSHIM BLVD","NORTH HOLLYWOOD","91606","06/11/2013","93","Restaurant"
"GM FOOD CONCESSIONS","3900 CRYSTAL SPRINGS DR","LOS ANGELES","90027","06/11/2013","90","Restaurant"
"ENTRANCE BAR & LOUNGE","80 W LIVE OAK AVE","ARCADIA","91006","06/11/2013","96","Restaurant"
"HILTON SAN GABRIEL (KITCHEN)","225 W VALLEY BLVD","SAN GABRIEL","91776","06/11/2013","90","Restaurant"
"HEALTHYCA FOOD & DRINKS","4724 LANKERSHIM BLVD","NORTH HOLLYWOOD","91602","06/11/2013","92","Restaurant"
"LOS ALMENDROS BAKERY","6604 SAN FERNANDO RD","GLENDALE","91201","06/11/2013","96","Restaurant"
"PHILLY'S BEST","107 E BROADWAY","GLENDALE","91205","06/11/2013","96","Restaurant"
"MIMI'S CAFE","500 W HUNTINGTON DR","MONROVIA","91016","06/11/2013","90","Restaurant"
"MARAN RESTAURANT","6430 SAN FERNANDO RD","GLENDALE","91201","06/11/2013","90","Restaurant"
"LA BARATA RESTAURANT","8025 VINELAND AVE","SUN VALLEY","91352","06/11/2013","97","Restaurant"
"JACK IN THE BOX","9965 LOWER AZUSA RD","TEMPLE CITY","91780","06/11/2013","94","Restaurant"
"AL'S ITALIAN IMPORTS","2332 HONOLULU AVE","MONTROSE","91020","06/11/2013","99","Restaurant"
"SUBWAY SANDWICHES","124 E MAGNOLIA BLVD","BURBANK","91502","06/11/2013","99","Restaurant"
"LONGO TOYOTA - SUBWAY","3534 PECK RD","EL MONTE","91731","06/11/2013","94","Restaurant"
"SHAWN CAFE","1220 S BALDWIN AVE","ARCADIA","91007","06/11/2013","90","Restaurant"
"FANTA-SEA GRILL","912 FAIR OAKS AVE","SOUTH PASADENA","91030","06/11/2013","95","Restaurant"
"WONDERFUL RESTAURANT","1558 S NEW AVE","SAN GABRIEL","91776","06/11/2013","84","Restaurant"
"TIA GLADYS","921 S GLADYS AVE","SAN GABRIEL","91776","06/11/2013","90","Restaurant"
"HOLLY'S DONUTS","4397 TUJUNGA AVE","STUDIO CITY","91604","06/11/2013","90","Restaurant"
"DENNY'S","8022 VINELAND AVE","SUN VALLEY","91352","06/11/2013","99","Restaurant"
"VALLARTA #11 - DELI","21208 SHERMAN WY","CANOGA PARK","91303","06/11/2013","92","Restaurant"
"MICHAEL D'S CAFE AND CATERING","23130 VENTURA BLVD","WOODLAND HILLS","91364","06/11/2013","94","Restaurant"
"ANARBAGH INDIAN REST.","22721 VENTURA BLVD","WOODLAND HILLS","91364","06/11/2013","91","Restaurant"
"FAMOUS ODESSA","18525 BURBANK BLVD","TARZANA","91356","06/11/2013","98","Restaurant"
"SHALIMAR CUISINE OF INDIA","23011 VENTURA BLVD","WOODLAND HILLS","91364","06/11/2013","93","Restaurant"
"LANDMARK THEATRES","10850 W PICO BLVD #520","LOS ANGELES","90064","06/11/2013","94","Restaurant"
"CHINA WOK","11279 VENICE BLVD","LOS ANGELES","90066","06/11/2013","90","Restaurant"
"SEOUL HOUSE OF TOFU","2101 SAWTELLE BLVD","LOS ANGELES","90025","06/11/2013","95","Restaurant"
"KAITEN-SUSHI DAICHAN","11301 W OLYMPIC BLVD 203","LOS ANGELES","90064","06/11/2013","94","Restaurant"
"RED GINGER","22984 VENTURA BLVD","WOODLAND HILLS","91364","06/11/2013","94","Restaurant"
"TOWER OF PIZZA","8351 LINCOLN BLVD","LOS ANGELES","90045","06/11/2013","94","Restaurant"
"YARD HOUSE","13455 MAXELLA AVE #150","MARINA DEL REY","90292","06/11/2013","90","Restaurant"
"POOM THAI CUISINE","2204 LINCOLN BLVD","SANTA MONICA","90405","06/11/2013","93","Restaurant"
"GREY BLOCK PIZZA SANTA MONICA","1811 PICO BLVD","SANTA MONICA","90405","06/11/2013","94","Restaurant"
"TOPANGA PIZZA AND CAFE","22994 VENTURA BLVD","WOODLAND HILLS","91364","06/11/2013","92","Restaurant"
"THE TERRACE CAFE&BAR;","7 WASHINGTON BLVD","VENICE","90291","06/11/2013","90","Restaurant"
"AMAZING THAI BAR & GRILL","9835 MASON AVE","CHATSWORTH","91311","06/11/2013","92","Restaurant"
"RUSTIC GRILL","20 WASHINGTON BLVD","MARINA DEL REY","90292","06/11/2013","90","Restaurant"
"LOTERIA GRILL HOLLWOOD","6627 HOLLYWOOD BLVD","LOS ANGELES","90028","06/10/2013","90","Restaurant"
"FUGA RESTAURANT","111 S SAN PEDRO ST","LOS ANGELES","90012","06/10/2013","98","Restaurant"
"F&Y; SINAI KOSHER RESTAURANT","8678-80 W PICO BLVD","LOS ANGELES","90035","06/10/2013","97","Restaurant"
"PASTRY BAKERY & PREP KITCHEN","1150-52 W GARDENA BLVD","GARDENA","90247","06/10/2013","100","Restaurant"
"TWO BOOTS L.A.","1818 W SUNSET BLVD","LOS ANGELES","90026","06/10/2013","99","Restaurant"
"HOT N JUICY CRAWFISH","7100 SANTA MONICA BLVD #150","WEST HOLLYWOOD","90046","06/10/2013","92","Restaurant"
"GIULIANO'S BAKERY","1144-48 W GARDENA BLVD","GARDENA","90247","06/10/2013","96","Restaurant"
"QUE RICOS","712 N VERMONT AVE","LOS ANGELES","90029","06/10/2013","93","Restaurant"
"REAL FOOD DAILY","414 N LA CIENEGA BLVD","LOS ANGELES","90048","06/10/2013","94","Restaurant"
"AZALEA","120 S LOS ANGELES ST","LOS ANGELES","90012","06/10/2013","95","Restaurant"
"DRAGON LOCO","1011 W FLORENCE AVE","LOS ANGELES","90044","06/10/2013","90","Restaurant"
"SUSHI BOY","1620 W REDONDO BEACH BLVD","GARDENA","90247","06/10/2013","97","Restaurant"
"FRESH & EASY MARKET BAKERY","4211 EAGLE ROCK BLVD","LOS ANGELES","90065","06/10/2013","100","Restaurant"
"OROCHON RAMEN","123 ONIZUKA ST #303","LOS ANGELES","90012","06/10/2013","96","Restaurant"
"ZIP FUSION SUSHI","744 E 3RD ST","LOS ANGELES","90013","06/10/2013","100","Restaurant"
"CALIFORNIA BOWL","706 N VERMONT AVE","LOS ANGELES","90029","06/10/2013","99","Restaurant"
"CURRY HOUSE","123 ONIZUKA ST 204","LOS ANGELES","90012","06/10/2013","98","Restaurant"
"VONS # 1638 (BAKERY)","4226 N WOODRUFF AVE","LAKEWOOD","90713","06/10/2013","96","Restaurant"
"GATTTEN SUSHI","18162 E COLIMA RD","ROWLAND HEIGHTS","91748","06/10/2013","90","Restaurant"
"MCDONALD'S #4232","15000 E WHITTIER BLVD","WHITTIER","90603","06/10/2013","91","Restaurant"
"DON PANCHO RESTAURANT","11740 E ALONDRA BLVD","NORWALK","90650","06/10/2013","93","Restaurant"
"FOUR SEASONS STEAK HOUSE","18457 E COLIMA RD #H","ROWLAND HEIGHTS","91748","06/10/2013","91","Restaurant"
"ALONDRA'S MEXICAN FOOD","15617 S STUDEBAKER RD #2","NORWALK","90650","06/10/2013","90","Restaurant"
"VONS #1638 (DELI)","4226 N WOODRUFF AVE","LAKEWOOD","90713","06/10/2013","94","Restaurant"
"SONORA FOODS","11425 E ARTESIA BLVD","ARTESIA","90701","06/10/2013","90","Restaurant"
"DB GREENHILLS FAST FOOD","1241 S GRAND AVE #B","DIAMOND BAR","91765","06/10/2013","90","Restaurant"
"RUBIO'S FRESH MEXICAN GRILL","515 N GRAND AVE D","WALNUT","91789","06/10/2013","95","Restaurant"
"BASKIN ROBBINS","15234 E WHITTIER BLVD","WHITTIER","90603","06/10/2013","92","Restaurant"
"LITTLE SHANGHAI RESTAURANT","18457 E COLIMA RD #C","ROWLAND HEIGHTS","91748","06/10/2013","91","Restaurant"
"EL TORTUGO SEA SAEFOOD REST.","7840 FIRESTONE BLVD #104","DOWNEY","90241","06/10/2013","97","Restaurant"
"CHINESE BURRITOS/ NOODLE HOUSE","1247 N GRAND AVE","WALNUT","91789","06/10/2013","90","Restaurant"
"GOOD TIME DONUT","3220 S BREA CANYON RD","DIAMOND BAR","91765","06/10/2013","97","Restaurant"
"PANDA EXPRESS #877","558 N GRAND AVE","WALNUT","91789","06/10/2013","96","Restaurant"
"MASA SUSHI BON APPETIT","7808 FLORENCE AVE","DOWNEY","90240","06/10/2013","96","Restaurant"
"LOS CAMARONES TACOS MARISCOS","1118 PICO ST","SAN FERNANDO","91340","06/10/2013","95","Restaurant"
"EL VAQUERO RESTAURANT","13066 GLENOAKS BLVD","SYLMAR","91342","06/10/2013","91","Restaurant"
"TACO BELL  #3133","11001 S ATLANTIC AVE","LYNWOOD","90262","06/10/2013","98","Restaurant"
"SUSHI IWATA","14423 VENTURA BLVD","SHERMAN OAKS","91423","06/10/2013","90","Restaurant"
"RAMEN BY OMAE","14425 1/4 VENTURA BLVD","SHERMAN OAKS","91423","06/10/2013","90","Restaurant"
"EL TORITO MEXICAN RESTAURANT","14433 1/2 VENTURA BLVD","SHERMAN OAKS","91423","06/10/2013","91","Restaurant"
"IN-N-OUT BURGERS #134","7930 VAN NUYS BLVD","VAN NUYS","91402","06/10/2013","99","Restaurant"
"DON CHENTE BAR & GRILL","2144 E FLORENCE AVE","HUNTINGTON PARK","90255","06/10/2013","92","Restaurant"
"Z&J; JUICE AND MORE","6419 VAN NUYS BLVD","VAN NUYS","91401","06/10/2013","94","Restaurant"
"MR SUSHI","11227 WASHINGTON BLVD","WHITTIER","90606","06/10/2013","94","Restaurant"
"U.S.A. DONUTS & CROISSANTS","12650 SHERMAN WY #1","NORTH HOLLYWOOD","91605","06/10/2013","84","Restaurant"
"EL TARASCO","13039 GLENOAKS BLVD","SYLMAR","91342","06/10/2013","93","Restaurant"
"EL POLLO LOCO","4544 SAUGUS AVE","SHERMAN OAKS","91403","06/10/2013","94","Restaurant"
"PANCAKE CORNER","8938 ATLANTIC AVE","SOUTH GATE","90280","06/10/2013","94","Restaurant"
"COFFEE BEAN & TEA LEAF #192","5300 LANKERSHIM 115","NORTH HOLLYWOOD","91601","06/10/2013","92","Restaurant"
"CARL'S JR","12653 SHERMAN WY","NORTH HOLLYWOOD","91605","06/10/2013","89","Restaurant"
"SUBWAY SANDWICHES","12650 SHERMAN WY #17","NORTH HOLLYWOOD","91605","06/10/2013","96","Restaurant"
"RALPHS BAKERY","12921 MAGNOLIA BLVD","SHERMAN OAKS","91423","06/10/2013","98","Restaurant"
"JACK IN THE BOX  #5425","1000 W SLAUSON AVE","LOS ANGELES","90044","06/10/2013","96","Restaurant"
"PIZZA   ITALIA","12650 SHERMAN WY #10","NORTH HOLLYWOOD","91605","06/10/2013","91","Restaurant"
"VONS-STARBUCKS  #1638","4226 WOODRUFF AVE","LAKEWOOD","90713","06/10/2013","97","Restaurant"
"NEW DONUTS","7125 S SAN PEDRO ST A","LOS ANGELES","90003","06/10/2013","93","Restaurant"
"BRANFORD CAFE","12065 BRANFORD ST","SUN VALLEY","91352","06/10/2013","96","Restaurant"
"EL RINCON SALVADORENO #2","8731 LANKERSHIM BLVD","SUN VALLEY","91352","06/10/2013","88","Restaurant"
"LA FLOR DE MERIDA","5013 E ABBOTT RD","LYNWOOD","90262","06/10/2013","94","Restaurant"
"RALPHS DELI #63","12921 MAGNOLIA BLVD","SHERMAN OAKS","91423","06/10/2013","94","Restaurant"
"TOMS #5","3635 E IMPERIAL HWY","LYNWOOD","90262","06/10/2013","92","Restaurant"
"INDIE COFFEE AND TEA","5101 LANKERSHIM BLVD","NORTH HOLLYWOOD","91601","06/10/2013","90","Restaurant"
"NOHO WELLNESS CENTER","5227 LANKERSHIM BLVD","NORTH HOLLYWOOD","91601","06/10/2013","98","Restaurant"
"EL CAFETAL SALVADORENO","14855 SHERMAN WY","VAN NUYS","91405","06/10/2013","98","Restaurant"
"BOBO'S HAMBURGERS","3390 E IMPERIAL HWY","LYNWOOD","90262","06/10/2013","91","Restaurant"
"SERGIO'S CAFE","12113 BRANFORD ST E1","SUN VALLEY","91352","06/10/2013","96","Restaurant"
"METRO BALDERAS","10553 SAN FERNANDO RD","PACOIMA","91331","06/10/2013","96","Restaurant"
"WINCHELL'S DONUT HOUSE","101 W FLORENCE AVE","LOS ANGELES","90003","06/10/2013","90","Restaurant"
"MO'S PLACE","203 CULVER BLVD","PLAYA DEL REY","90293","06/10/2013","97","Restaurant"
"SUBWAY  #14669","1144 MANHATTAN AVE","MANHATTAN BEACH","90266","06/10/2013","97","Restaurant"
"LITTLE CAESARS","1773 E PALMDALE BLVD #E","PALMDALE","93550","06/10/2013","98","Restaurant"
"CARL'S JR.  #608","31412 PARKER RD","CASTAIC","91384","06/10/2013","98","Restaurant"
"CANTALINI'S ITALIAN  RETAURANT","193 CULVER BLVD","PLAYA DEL REY","90293","06/10/2013","99","Restaurant"
"LITTLE CAESARS","38050 E 47TH ST H","PALMDALE","93552","06/10/2013","98","Restaurant"
"CHINA EXPRESS","19417 SOLEDAD CYN RD","CANYON COUNTRY","91351","06/10/2013","93","Restaurant"
"HOME TOWN BUFFET #157","422 W RANCHO VISTA BLVD 300C","PALMDALE","93551","06/10/2013","96","Restaurant"
"THE SHACK RESTAURANT","185 CULVER BLVD","PLAYA DEL REY","90293","06/10/2013","94","Restaurant"
"TACO BELL # 25854","37910 47TH ST EAST","PALMDALE","93552","06/10/2013","96","Restaurant"
"AMECI PIZZA","27305 LIVE OAK RD","CASTAIC","91384","06/10/2013","100","Restaurant"
"TACO BELL #5285","24812 PICO CANYON RD","NEWHALL","91321","06/10/2013","97","Restaurant"
"ALICES BURGERS","801 W PALMDALE BLVD","PALMDALE","93551","06/10/2013","97","Restaurant"
"Q CHON CHICKEN","2515 TORRANCE BLVD #B","TORRANCE","90503","06/10/2013","94","Restaurant"
"RED LOBSTER #0577","1041 W RANCHO VISTA BLVD","PALMDALE","93551","06/10/2013","98","Restaurant"
"AMECI PIZZA & PASTA","1751 ARTESIA BLVD A","MANHATTAN BEACH","90266","06/10/2013","93","Restaurant"
"BOGEY'S SPORTS BAR","2300 ARTESIA BLVD","REDONDO BEACH","90278","06/10/2013","94","Restaurant"
"OLIVE GARDEN #1286","1051 W RANCHO VISTA BLVD","PALMDALE","93551","06/10/2013","95","Restaurant"
"NORM'S WESTWOOD","11001 W PICO BLVD","LOS ANGELES","90064","06/10/2013","97","Restaurant"
"MCDONALD'S #0342","1203 ARTESIA BLVD","MANHATTAN BEACH","90266","06/10/2013","92","Restaurant"
"AMECI'S PIZZA","28013 SECO CANYON RD","SAUGUS","91350","06/10/2013","98","Restaurant"
"IN-N-OUT BURGER #270","20150 HAWTHORNE BLVD","TORRANCE","90503","06/10/2013","100","Restaurant"
"ERCOLES BAR","1101 MANHATTAN AVE","MANHATTAN BEACH","90266","06/10/2013","92","Restaurant"
"PAPA JOHN'S PIZZA","18934 SOLEDAD CYN RD","CANYON COUNTRY","91351","06/10/2013","100","Restaurant"
"SUBWAY SANDWICHES #2941","1145 W ARTESIA BLVD C","MANHATTAN BEACH","90266","06/10/2013","95","Restaurant"
"MANHATTAN CREAMERY","1120 MANHATTAN AVE","MANHATTAN BEACH","90266","06/10/2013","93","Restaurant"
"LA NUEVE FUENTE SEAFOOD","3425 E 1ST ST 110","LOS ANGELES","90063","06/10/2013","94","Restaurant"
"ARMANDO'S BAKERY","2938 WHITTIER BLVD","LOS ANGELES","90023","06/10/2013","87","Restaurant"
"MONARCA PASTA AND GRILL","2703 S VERMONT AVE","LOS ANGELES","90007","06/10/2013","92","Restaurant"
"GOODWILL SOUTHERN CAL","342 N SAN FERNANDO RD","LINCOLN HEIGHTS","90031","06/10/2013","91","Restaurant"
"HOWARD'S CAFE","1051 S ALVARADO ST","LOS ANGELES","90006","06/10/2013","90","Restaurant"
"KING TACO #15","4300 E OLYMPIC BLVD","LOS ANGELES","90023","06/10/2013","95","Restaurant"
"EL GALLO","3425 E 1ST ST","LOS ANGELES","90063","06/10/2013","99","Restaurant"
"ANTOJITOS HONDURENOS","2701 1/4 S VERMONT AVE","LOS ANGELES","90007","06/10/2013","93","Restaurant"
"PLAYAS LAS TUNAS","1107 S ALVARADO ST 112","LOS ANGELES","90006","06/10/2013","90","Restaurant"
"EL RINCON DEL LOS SABORES","3433 E 1ST ST","LOS ANGELES","90063","06/10/2013","92","Restaurant"
"LAS PALMITAS #5","3435 E 1ST ST","LOS ANGELES","90063","06/10/2013","95","Restaurant"
"LA SIRENA RESTAURANT","4226 E OLYMPIC BLVD","LOS ANGELES","90023","06/10/2013","95","Restaurant"
"ANTOJITOS DEL D.F.","4003 E OLYMPIC BLVD","LOS ANGELES","90023","06/10/2013","100","Restaurant"
"JULIAS ANTOJITOS #2","3437 E 1ST ST","LOS ANGELES","90063","06/10/2013","83","Restaurant"
"ANTOJITOS DENISES","4060 E OLYMPIC BLVD","LOS ANGELES","90023","06/10/2013","95","Restaurant"
"JACK IN THE BOX #3393","4290 E OLYMPIC BLVD","LOS ANGELES","90023","06/10/2013","95","Restaurant"
"EL MIGUELENO","2301 S VERMONT AVE","LOS ANGELES","90007","06/10/2013","93","Restaurant"
"WONG XING JI","140 W VALLEY BLVD 211","SAN GABRIEL","91776","06/10/2013","90","Restaurant"
"PAPA JOHNS PIZZA","904 S GLENOAKS BLVD","BURBANK","91502","06/10/2013","96","Restaurant"
"IN-N-OUT BURGERS","310 N HARVEY DR","GLENDALE","91206","06/10/2013","97","Restaurant"
"ANNIE'S CAFE","303 N GLENOAKS BLVD","BURBANK","91502","06/10/2013","96","Restaurant"
"OK CHINESE RESTAURANT","6320 N FIGUEROA ST","LOS ANGELES","90042","06/10/2013","86","Restaurant"
"ROUND TABLE PIZZA","502 FOOTHILL BLVD","LA CANADA FLINTRIDGE","91011","06/10/2013","97","Restaurant"
"GOLDEN DONUTS PLACE","504 FOOTHILL BLVD","LA CANADA FLINTRIDGE","91011","06/10/2013","98","Restaurant"
"CHIPOTLE MEXICAN GRILL #1223","895 FOOTHILL BLVD A","LA CANADA FLINTRIDGE","91011","06/10/2013","99","Restaurant"
"RALPH'S #712  DELI","1100 N SAN FERNANDO BLVD","BURBANK","91504","06/10/2013","93","Restaurant"
"AVIGNONES","2321 HONOLULU AVE","GLENDALE","91020","06/10/2013","100","Restaurant"
"MARIE CALLENDERS PIES SHOP #15","820 S BALDWIN AVE 15","ARCADIA","91007","06/10/2013","90","Restaurant"
"SUBWAY SANDWICHES","14417 RAMONA BLVD #B-8","BALDWIN PARK","91706","06/10/2013","98","Restaurant"
"WALMART DELI","3250 BIG DALTON AVE","BALDWIN PARK","91706","06/10/2013","97","Restaurant"
"NORMS","470 N LA CIENEGA BLVD","LOS ANGELES","90048","06/10/2013","91","Restaurant"
"NEW TOWN SUPER BUFFET","1100 N SAN FERNANDO BLVD","BURBANK","91504","06/10/2013","91","Restaurant"
"SUBWAY SANDWICHES AND SALADS","518 FOOTHILL BLVD","LA CANADA FLINTRIDGE","91011","06/10/2013","98","Restaurant"
"PIONEER CAFE","450 W PIONEER DR","GLENDALE","91203","06/10/2013","95","Restaurant"
"RALPH'S GROCERY BAKERY #712","1100 N SAN FERNANDO BLVD","BURBANK","91504","06/10/2013","94","Restaurant"
"FLINTRIDGE","462-464 FOOTHILL BLVD","LA CANADA FLINTRIDGE","91011","06/10/2013","96","Restaurant"
"DONUT STAR","3440 FOOTHILL BLVD #A","GLENDALE","91214","06/10/2013","97","Restaurant"
"SUBWAY SANDWICHES","3446 FOOTHILL BLVD","LA CRESCENTA","91214","06/10/2013","98","Restaurant"
"JUDI'S DELI","433 N BEDFORD DR","BEVERLY HILLS","90210","06/10/2013","90","Restaurant"
"JACK IN THE BOX","16860 VANOWEN ST","VAN NUYS","91406","06/10/2013","97","Restaurant"
"DEMITASSE","1149 3RD ST 100","SANTA MONICA","90401","06/10/2013","98","Restaurant"
"SUBWAY","17261 VENTURA BLVD","ENCINO","91316","06/10/2013","100","Restaurant"
"U-ZEN  SUSHI","11951 SANTA MONICA BLVD","LOS ANGELES","90025","06/10/2013","94","Restaurant"
"MORE THAN WAFFLES","17200 VENTURA BLVD #109","ENCINO","91316","06/10/2013","92","Restaurant"
"TOKYO  MANPUKU","2125 SAWTELLE BLVD","LOS ANGELES","90025","06/10/2013","100","Restaurant"
"AMECI PIZZA","15615 VENTURA BLVD","ENCINO","91436","06/10/2013","97","Restaurant"
"DOMINO'S PIZZA","17020 VENTURA BLVD","ENCINO","91316","06/10/2013","96","Restaurant"
"TOSHI","15489 VENTURA BLVD","SHERMAN OAKS","91403","06/10/2013","90","Restaurant"
"MCDONALD'S  #2203","15700 VENTURA BLVD","ENCINO","91316","06/10/2013","93","Restaurant"
"COURTYARD BY MARRIOTT","15433 VENTURA BLVD","SHERMAN OAKS","91403","06/10/2013","88","Restaurant"
"MENCHIES FROZEN YOGURT","17245 VENTURA BLVD","ENCINO","91316","06/10/2013","99","Restaurant"
"TANDOOR INDIA","2622 PICO BLVD","SANTA MONICA","90405","06/10/2013","98","Restaurant"
"A  VOTRE SANTE CAFE","13016 SAN VICENTE BLVD","LOS ANGELES","90049","06/10/2013","90","Restaurant"
"WHOLE FOODS - DELI & JUICE BAR","500 WILSHIRE BLVD","SANTA MONICA","90401","06/10/2013","91","Restaurant"
"KIKKA SUSHI - WHOLE FOODS","500 WILSHIRE BLVD","SANTA MONICA","90401","06/10/2013","95","Restaurant"
"HANA GRILL","15301 VENTURA BLVD","SHERMAN OAKS","91405","06/10/2013","90","Restaurant"
"MRS. FIELDS COLKIES","15301 VENTURA BLVD #P-9","SHERMAN OAKS","91403","06/10/2013","86","Restaurant"
"NUTS 'N BERRIES","15840 VENTURA BLVD 102","ENCINO","91436","06/10/2013","92","Restaurant"
"CAFE MILAN","205 CULVER BLVD","PLAYA DEL REY","90293","06/10/2013","95","Restaurant"
"RALPHS DELI #219","16325 VENTURA BLVD","ENCINO","91436","06/10/2013","90","Restaurant"
"P.F. CHANG'S","15301 VENTURA BLVD","SHERMAN OAKS","91403","06/10/2013","91","Restaurant"
"TATSU RAMEN","2123 SAWTELLE BLVD","LOS ANGELES","90025","06/10/2013","93","Restaurant"
"MANDARIN   CHINESE &  JAPANESE","2618 PICO BLVD","SANTA MONICA","90405","06/10/2013","93","Restaurant"
"LOS LAGOS RESTAURANT","4816 FIRESTONE BLVD","SOUTH GATE","90280","06/08/2013","86","Restaurant"
"LAS CHAMPAS","4433 ALAMEDA ST B33","LOS ANGELES","90058","06/08/2013","91","Restaurant"
"STARBUCKS COFFEE CO.","202 S BEVERLY DR","BEVERLY HILLS","90212","06/07/2013","95","Restaurant"
"JIM'S BURGERS","3040 BEVERLY BLVD","LOS ANGELES","90057","06/07/2013","97","Restaurant"
"DAILY DONUTS","1047 PRAIRIE AVE 5","INGLEWOOD","90301","06/07/2013","98","Restaurant"
"ALBERTSONS #6169 - DELI","8985 VENICE BLVD #B","LOS ANGELES","90034","06/07/2013","94","Restaurant"
"CABBAGE PATCH","214 S BEVERLY DR","BEVERLY HILLS","90212","06/07/2013","91","Restaurant"
"HIDE A WAY","1045 W REDONDO BEACH BLVD","GARDENA","90247","06/07/2013","93","Restaurant"
"LA SINALOENSE RESTAURANT","10500 S PRAIRIE AVE","INGLEWOOD","90303","06/07/2013","90","Restaurant"
"BLESSED TROPICAL JAMAICAN","901 S PRAIRIE AVE","INGLEWOOD","90301","06/07/2013","91","Restaurant"
"ALBERTSON'S - BAKERY DEPT.","8985 VENICE BLVD","LOS ANGELES","90034","06/07/2013","99","Restaurant"
"PHANG ROY THAI CUISINE","877 S CITRUS AVE","AZUSA","91702","06/07/2013","93","Restaurant"
"WALNUT TREE RESTAURANT","382 S LEMON AVE #A","WALNUT","91789","06/07/2013","90","Restaurant"
"FRESH & EASY NEIGHBORHOOD BAKE","21580 VALLEY BLVD","CITY OF INDUSTRY","91789","06/07/2013","100","Restaurant"
"GOLDEN SPOON FROZEN YOGURT","5536 N WOODRUFF AVE","LAKEWOOD","90713","06/07/2013","97","Restaurant"
"MATSUZAKA BBQ","18958 DAISETTA ST #106","ROWLAND HEIGHTS","91748","06/07/2013","94","Restaurant"
"PARADISE PIZZA TM","376 S LEMON AVE","WALNUT","91789","06/07/2013","90","Restaurant"
"ALBERTO'S MEXICAN FOOD","841 W ROUTE 66","GLENDORA","91740","06/07/2013","97","Restaurant"
"CARL'S JR #588","3395 POMONA BLVD","POMONA","91768","06/07/2013","97","Restaurant"
"DOK LUCK","1772 S BARRANCA AVE","GLENDORA","91740","06/07/2013","96","Restaurant"
"SANTANA'S MEXICAN FOOD","700 E ALOSTA AVE","AZUSA","91702","06/07/2013","95","Restaurant"
"NEW CHINATOWN EXPRESS","5554 N WOODRUFF AVE #45","LAKEWOOD","90713","06/07/2013","87","Restaurant"
"CASA VEGA","13301 VENTURA BLVD","SHERMAN OAKS","91423","06/07/2013","95","Restaurant"
"TAQUERIA LA CENTAL","12443 SAN FERNANDO RD","SYLMAR","91342","06/07/2013","94","Restaurant"
"HEALTHY DISCOUNT","14427 VENTURA BLVD","SHERMAN OAKS","91423","06/07/2013","98","Restaurant"
"VALLARTA #6 BAKERY","16107 VICTORY BLVD","VAN NUYS","91406","06/07/2013","92","Restaurant"
"MULBERRY  STREET PIZZA","15136 VENTURA BLVD","SHERMAN OAKS","91403","06/07/2013","93","Restaurant"
"MIKE'S DINER","31537 CASTAIC RD","CASTAIC","91384","06/07/2013","92","Restaurant"
"HOUSE OF BILLARDS","14662 VENTURA BLVD","SHERMAN OAKS","91403","06/07/2013","98","Restaurant"
"ROSY'S TAMALES","10981 GLENOAKS BLVD","PACOIMA","91331","06/07/2013","92","Restaurant"
"TACO BELL","2543 E SLAUSON AVE","HUNTINGTON PARK","90255","06/07/2013","97","Restaurant"
"DEL TACO #753","10644 ALONDRA BLVD","NORWALK","90650","06/07/2013","90","Restaurant"
"SANAMLUANG CAFE","12980 SHERMAN WY #7","NORTH HOLLYWOOD","91605","06/07/2013","91","Restaurant"
"PANDA EXPRESS #565","8616 GARFIELD AVE","SOUTH GATE","90280","06/07/2013","100","Restaurant"
"EL POLLO LOCO #5948","1125 TRUMAN ST","SAN FERNANDO","91340","06/07/2013","87","Restaurant"
"IZAKAYA M MIDORI","13573 VENTURA BLVD","SHERMAN OAKS","91423","06/07/2013","96","Restaurant"
"JUICE CLUB","5990 SEPULVEDA BLVD","VAN NUYS","91411","06/07/2013","88","Restaurant"
"H SALT FISH & CHIPS","1017 TRUMAN ST","SAN FERNANDO","91340","06/07/2013","99","Restaurant"
"MAYNILA ON MAIN ST.","22102 S MAIN ST","CARSON","90745","06/07/2013","93","Restaurant"
"EL POLLO LOCO #5977","2221 E PALMDALE BLVD","PALMDALE","93550","06/07/2013","97","Restaurant"
"YOSHINOYA","27592 SOLEDAD","SANTA CLARITA","91351","06/07/2013","100","Restaurant"
"HAPAG FILIPINO","22200 S MAIN ST #C&D;","CARSON","90745","06/07/2013","95","Restaurant"
"BIONICOS JUICE","2270 E PALMDALE BLVD #B","PALMDALE","93550","06/07/2013","99","Restaurant"
"WENDY'S","31642 CASTAIC RD","CASTAIC","91384","06/07/2013","99","Restaurant"
"DEL TACO","5010 W AVE N","PALMDALE","93551","06/07/2013","94","Restaurant"
"MCDONALD'S #10088","1200 W AVE K","LANCASTER","93534","06/07/2013","96","Restaurant"
"TED'S BURGERS","22000 S MAIN ST","CARSON","90745","06/07/2013","90","Restaurant"
"FOOD 4 LESS (BAKERY& DELI)#368","851 W SEPULVEDA BLVD","TORRANCE","90502","06/07/2013","94","Restaurant"
"YUMMMY  DONUTS","2270 E PALMDALE BLVD # J","PALMDALE","93550","06/07/2013","95","Restaurant"
